surah_no,verse_no,pos_in_clean,original_idx,uthmani_char,vocab_char,start_s,end_s,fire_end_s,duration_s,fire_duration_s,ctc_score,is_emphatic,has_shadda,has_small_alif_after,has_madd_sign_after,has_sukun,following_vowel
98,-1,0,0,أ,أ,0.08,0.12,0.1,0.039999999999999994,0.020000000000000004,-15.705463,False,False,False,False,False,fatha
98,-1,1,1,َ,َ,0.12,0.14,0.14,0.020000000000000018,0.020000000000000018,-16.013783,False,False,False,False,False,damma
98,-1,2,2,ع,ع,0.14,0.24,0.16,0.09999999999999998,0.01999999999999999,-17.894667,False,False,False,False,False,damma
98,-1,3,3,ُ,ُ,0.24,0.4,0.26,0.16000000000000003,0.020000000000000018,-18.283213,False,False,False,False,False,damma
98,-1,4,4,و,و,0.4,0.44,0.42,0.03999999999999998,0.019999999999999962,-15.160671,False,False,False,False,False,damma
98,-1,5,5,ذ,ذ,0.44,0.46,0.46,0.020000000000000018,0.020000000000000018,-17.194479,False,False,False,False,False,damma
98,-1,6,6,ُ,ُ,0.46,0.5,0.48,0.03999999999999998,0.019999999999999962,-17.66213,False,False,False,False,False,kasra
98,-1,7,7, ,|,0.5,0.52,0.52,0.020000000000000018,0.020000000000000018,-0.01595903,False,False,False,False,False,kasra
98,-1,8,8,ب,ب,0.52,0.54,0.54,0.020000000000000018,0.020000000000000018,-16.208742,False,False,False,False,False,kasra
98,-1,9,9,ِ,ِ,0.54,0.56,0.56,0.020000000000000018,0.020000000000000018,-17.821297,False,False,False,False,False,none
98,-1,10,10,ا,ا,0.56,0.6,0.6,0.039999999999999925,0.039999999999999925,-0.014331429,False,False,False,False,False,none
98,-1,11,11,ل,ل,0.6,0.8,0.66,0.20000000000000007,0.06000000000000005,-0.11191207,False,True,False,False,False,fatha
98,-1,12,12,ل,ل,0.8,0.84,0.8200000000000001,0.039999999999999925,0.020000000000000018,-2.3722367e-05,False,True,False,False,False,fatha
98,-1,13,13,ّ,ّ,0.84,0.88,0.88,0.040000000000000036,0.040000000000000036,-0.18280199,False,False,False,False,False,fatha
98,-1,14,14,َ,َ,0.88,1.12,0.92,0.2400000000000001,0.040000000000000036,-0.015517671,False,False,False,False,False,kasra
98,-1,15,15,ه,ه,1.12,1.18,1.1400000000000001,0.05999999999999983,0.020000000000000018,-4.258921,False,False,False,False,False,kasra
98,-1,16,16,ِ,ِ,1.18,1.72,1.2,0.54,0.020000000000000018,-0.18109459,False,False,False,False,False,kasra
98,-1,17,17, ,|,1.72,2.16,1.74,0.44000000000000017,0.020000000000000018,-12.72193,False,False,False,False,False,kasra
98,-1,18,18,م,م,2.16,2.2600000000000002,2.18,0.10000000000000009,0.020000000000000018,-1.7642818e-05,False,False,False,False,False,kasra
98,-1,19,19,ِ,ِ,2.2600000000000002,2.66,2.2800000000000002,0.3999999999999999,0.020000000000000018,-10.306064,False,False,False,False,False,fatha
98,-1,20,20,ن,ن,2.66,3.22,2.7,0.56,0.040000000000000036,-0.08612256,False,False,False,False,False,fatha
