surah_no,verse_no,pos_in_clean,original_idx,uthmani_char,vocab_char,start_s,end_s,fire_end_s,duration_s,fire_duration_s,ctc_score,is_emphatic,has_shadda,has_small_alif_after,has_madd_sign_after,has_sukun,following_vowel
113,-1,0,0,أ,أ,0.0,0.02,0.02,0.02,0.02,-14.814472,False,False,False,False,False,fatha
113,-1,1,1,َ,َ,0.02,0.04,0.04,0.02,0.02,-18.050783,False,False,False,False,False,damma
113,-1,2,2,ع,ع,0.04,0.06,0.06,0.019999999999999997,0.019999999999999997,-20.781252,False,False,False,False,False,damma
113,-1,3,3,ُ,ُ,0.06,0.08,0.08,0.020000000000000004,0.020000000000000004,-16.691408,False,False,False,False,False,damma
113,-1,4,4,و,و,0.08,0.1,0.1,0.020000000000000004,0.020000000000000004,-16.863283,False,False,False,False,False,damma
113,-1,5,5,ذ,ذ,0.1,0.12,0.12,0.01999999999999999,0.01999999999999999,-21.300781,False,False,False,False,False,damma
113,-1,6,6,ُ,ُ,0.12,0.14,0.14,0.020000000000000018,0.020000000000000018,-11.575695,False,False,False,False,False,kasra
113,-1,7,7, ,|,0.14,0.16,0.16,0.01999999999999999,0.01999999999999999,-14.993674,False,False,False,False,False,kasra
113,-1,8,8,ب,ب,0.16,0.18,0.18,0.01999999999999999,0.01999999999999999,-12.297443,False,False,False,False,False,kasra
113,-1,9,9,ِ,ِ,0.18,0.2,0.2,0.020000000000000018,0.020000000000000018,-0.0002015626,False,False,False,False,False,none
113,-1,10,10,ا,ا,0.2,0.22,0.22,0.01999999999999999,0.01999999999999999,-11.087668,False,False,False,False,False,none
113,-1,11,11,ل,ل,0.22,0.32,0.24,0.1,0.01999999999999999,-14.713972,False,True,False,False,False,fatha
113,-1,12,12,ل,ل,0.32,0.36,0.34,0.03999999999999998,0.020000000000000018,-14.899912,False,True,False,False,False,fatha
113,-1,13,13,ّ,ّ,0.36,0.38,0.38,0.020000000000000018,0.020000000000000018,-15.947571,False,False,False,False,False,fatha
113,-1,14,14,َ,َ,0.38,0.4,0.4,0.020000000000000018,0.020000000000000018,-11.224613,False,False,False,False,False,kasra
113,-1,15,15,ه,ه,0.4,0.5,0.42,0.09999999999999998,0.019999999999999962,-18.515923,False,False,False,False,False,kasra
113,-1,16,16,ِ,ِ,0.5,0.52,0.52,0.020000000000000018,0.020000000000000018,-19.128908,False,False,False,False,False,kasra
113,-1,17,17, ,|,0.52,0.54,0.54,0.020000000000000018,0.020000000000000018,-16.557642,False,False,False,False,False,kasra
113,-1,18,18,م,م,0.54,0.62,0.56,0.07999999999999996,0.020000000000000018,-1.28745205e-05,False,False,False,False,False,kasra
113,-1,19,19,ِ,ِ,0.62,0.64,0.64,0.020000000000000018,0.020000000000000018,-2.3603161e-05,False,False,False,False,False,fatha
113,-1,20,20,ن,ن,0.64,0.68,0.66,0.040000000000000036,0.020000000000000018,-13.73838,False,False,False,False,False,fatha
113,-1,21,21,َ,َ,0.68,0.7000000000000001,0.7000000000000001,0.020000000000000018,0.020000000000000018,-16.514324,False,False,False,False,False,none
113,-1,22,22, ,|,0.7000000000000001,0.74,0.74,0.039999999999999925,0.039999999999999925,-4.2319202e-06,False,False,False,False,False,none
113,-1,23,23,ا,ا,0.74,0.8,0.78,0.06000000000000005,0.040000000000000036,-0.002813543,False,False,False,False,False,none
113,-1,24,24,ل,ل,0.8,1.02,0.84,0.21999999999999997,0.039999999999999925,-0.0010933167,False,True,False,False,False,fatha
113,-1,25,25,ش,ش,1.02,1.04,1.04,0.020000000000000018,0.020000000000000018,-16.314526,False,True,False,False,False,fatha
113,-1,26,26,ّ,ّ,1.04,1.06,1.06,0.020000000000000018,0.020000000000000018,-3.7328193,False,False,False,False,False,fatha
113,-1,27,27,َ,َ,1.06,1.08,1.08,0.020000000000000018,0.020000000000000018,-3.5164442,False,False,False,False,True,sukun
113,-1,28,28,ي,ي,1.08,1.1,1.1,0.020000000000000018,0.020000000000000018,-12.095151,False,False,False,False,True,sukun
113,-1,29,29,ْ,ْ,1.1,1.12,1.12,0.020000000000000018,0.020000000000000018,-13.879985,False,False,False,False,False,fatha
113,-1,30,30,ط,ط,1.12,1.1400000000000001,1.1400000000000001,0.020000000000000018,0.020000000000000018,-20.965694,True,False,False,False,False,fatha
113,-1,31,31,َ,َ,1.1400000000000001,1.16,1.16,0.019999999999999796,0.019999999999999796,-12.500005,False,False,False,False,False,kasra
113,-1,32,32,ا,ا,1.16,1.18,1.18,0.020000000000000018,0.020000000000000018,-11.654309,False,False,False,False,False,kasra
113,-1,33,33,ن,ن,1.18,1.2,1.2,0.020000000000000018,0.020000000000000018,-16.986332,False,False,False,False,False,kasra
113,-1,34,34,ِ,ِ,1.2,1.3,1.22,0.10000000000000009,0.020000000000000018,-19.753906,False,False,False,False,False,none
113,-1,35,35, ,|,1.3,1.32,1.32,0.020000000000000018,0.020000000000000018,-14.789063,False,False,False,False,False,none
113,-1,36,36,ا,ا,1.32,1.34,1.34,0.020000000000000018,0.020000000000000018,-16.862305,False,False,False,False,False,none
113,-1,37,37,ل,ل,1.34,1.36,1.36,0.020000000000000018,0.020000000000000018,-17.703127,False,True,False,False,False,fatha
113,-1,38,38,ر,ر,1.36,1.3800000000000001,1.3800000000000001,0.020000000000000018,0.020000000000000018,-17.503908,False,True,False,False,False,fatha
113,-1,39,39,ّ,ّ,1.3800000000000001,1.4000000000000001,1.4000000000000001,0.020000000000000018,0.020000000000000018,-20.148438,False,False,False,False,False,fatha
113,-1,40,40,َ,َ,1.4000000000000001,1.42,1.42,0.019999999999999796,0.019999999999999796,-18.980469,False,False,False,False,False,kasra
113,-1,41,41,ج,ج,1.42,1.44,1.44,0.020000000000000018,0.020000000000000018,-11.833395,False,False,False,False,False,kasra
113,-1,42,42,ِ,ِ,1.44,1.46,1.46,0.020000000000000018,0.020000000000000018,-10.37699,False,False,False,False,False,kasra
113,-1,43,43,ي,ي,1.46,1.48,1.48,0.020000000000000018,0.020000000000000018,-17.733398,False,False,False,False,False,kasra
113,-1,44,44,م,م,1.48,1.5,1.5,0.020000000000000018,0.020000000000000018,-18.214977,False,False,False,False,False,kasra
113,-1,45,45,ِ,ِ,1.5,1.52,1.52,0.020000000000000018,0.020000000000000018,-4.310397,False,False,False,False,False,none
113,1,0,0,ب,ب,1.54,1.56,1.56,0.020000000000000018,0.020000000000000018,-14.105455,False,False,False,False,False,kasra
113,1,1,1,ِ,ِ,1.56,1.58,1.58,0.020000000000000018,0.020000000000000018,-8.082415,False,False,False,False,True,sukun
113,1,2,2,س,س,1.58,1.6,1.6,0.020000000000000018,0.020000000000000018,-16.369184,False,False,False,False,True,sukun
113,1,3,3,ْ,ْ,1.6,1.62,1.62,0.020000000000000018,0.020000000000000018,-11.903185,False,False,False,False,False,kasra
113,1,4,4,م,م,1.62,1.6400000000000001,1.6400000000000001,0.020000000000000018,0.020000000000000018,-11.192205,False,False,False,False,False,kasra
113,1,5,5,ِ,ِ,1.6400000000000001,1.6600000000000001,1.6600000000000001,0.020000000000000018,0.020000000000000018,-17.172142,False,False,False,False,False,none
113,1,6,6, ,|,1.6600000000000001,1.68,1.68,0.019999999999999796,0.019999999999999796,-0.42476293,False,False,False,False,False,none
113,1,7,7,ٱ,ا,1.68,1.7,1.7,0.020000000000000018,0.020000000000000018,-0.07898636,False,False,False,False,False,none
113,1,8,8,ل,ل,1.7,1.74,1.72,0.040000000000000036,0.020000000000000018,-8.068435,False,True,False,False,False,fatha
113,1,9,9,ل,ل,1.74,1.76,1.76,0.020000000000000018,0.020000000000000018,-0.021874119,False,True,False,False,False,fatha
113,1,10,10,ّ,ّ,1.76,1.78,1.78,0.020000000000000018,0.020000000000000018,-11.962497,False,False,False,False,False,fatha
113,1,11,11,َ,َ,1.78,1.8,1.8,0.020000000000000018,0.020000000000000018,-13.257595,False,False,False,False,False,kasra
113,1,12,12,ه,ه,1.8,1.82,1.82,0.020000000000000018,0.020000000000000018,-17.171951,False,False,False,False,False,kasra
113,1,13,13,ِ,ِ,1.82,1.84,1.84,0.020000000000000018,0.020000000000000018,-16.154314,False,False,False,False,False,none
113,1,14,14, ,|,1.84,1.86,1.86,0.020000000000000018,0.020000000000000018,-14.947023,False,False,False,False,False,none
113,1,15,15,ٱ,ا,1.86,1.8800000000000001,1.8800000000000001,0.020000000000000018,0.020000000000000018,-17.996096,False,False,False,False,False,none
113,1,16,16,ل,ل,1.8800000000000001,1.9000000000000001,1.9000000000000001,0.020000000000000018,0.020000000000000018,-14.617677,False,True,False,False,False,fatha
