surah_no,verse_no,text,n_letters_aligned,ctc_mean_score,t_start,t_end,char_count,word_count,syllable_count,madd_count,emphatic_count,ghunnah_count,syllable_count_full,madd_count_full,emphatic_count_full,Duration_s,Mean_Pitch_Hz,Pitch_Variance,Pitch_Range_Hz,Pitch_Voiced_Frames,Pitch_Total_Frames,Mean_Intensity_dB,HNR_dB,Mean_RMS,Spectral_Centroid_Hz,Spectral_Rolloff85_Hz,Silence_before_s
70,-1,أَعُوذُ بِاللَّهِ مِنَ الشَّيْطَانِ الرَّجِيمِ,46,-8.284544944763184,0.1,7.270375,46,5,14,0,1,0,14,3,1,7.170375,174.66643820407782,26.297895478326893,289.458367867456,656.0,714.0,71.65863426319753,13.959389696874956,0.11086491495370865,1557.008168167727,3038.9236111111113,0.0
70,1,بِسْمِ ٱللَّهِ ٱلرَّحْمَـٰنِ ٱلرَّحِيمِ سَأَلَ سَآئِلٌۢ بِعَذَابٍۢ وَاقِعٍۢ,72,-7.709427833557129,7.210375,18.670250000000003,76,8,22,2,1,3,25,6,1,11.459875,172.84714988621508,15.540223496705597,80.99819437939547,1038.0,1142.0,70.55390202430638,13.359069890977054,0.09987957030534744,1388.3798460321525,2610.0060933147633,0.0
70,2,لِّلْكَـٰفِرِينَ لَيْسَ لَهُۥ دَافِعٌۭ,35,-7.838272571563721,18.47025,24.4008125,38,4,12,1,0,1,13,3,0,5.9305625,183.25980004575504,29.637661847978197,115.63579008272256,516.0,590.0,71.6129264697058,14.971718370093809,0.1263180673122406,1350.9068347041903,2549.4371639784945,0.0
70,3,مِّنَ ٱللَّهِ ذِى ٱلْمَعَارِجِ,30,-7.663426399230957,24.56075,28.764125,30,4,9,0,0,1,9,1,0,4.203375,182.12181825731437,15.42604781070073,129.05737966404578,417.0,417.0,72.00089096718898,14.304149279912481,0.09466169774532318,1359.1875224024932,2538.5298295454545,0.15993749999999807
70,4,تَعْرُجُ ٱلْمَلَـٰٓئِكَةُ وَٱلرُّوحُ إِلَيْهِ فِى يَوْمٍۢ كَانَ مِقْدَارُهُۥ خَمْسِينَ أَلْفَ سَنَةٍۢ,97,-8.696951866149902,29.0640625,44.26,101,11,31,2,1,2,33,6,2,15.1959375,184.30796002314946,18.820114409840173,322.6898853692979,1334.0,1516.0,70.16781129526001,12.728224451302413,0.10266808420419693,1519.200959529054,2798.404605263158,0.29993749999999864
70,5,فَٱصْبِرْ صَبْرًۭا جَمِيلًا,26,-8.746064186096191,44.2599375,48.445625,27,3,5,0,2,2,7,1,2,4.1856875,176.6362937251649,12.037696098710331,59.73338719904115,385.0,415.0,71.37222145540728,11.640218948031537,0.1152028813958168,1387.1459170390585,2577.647900763359,0.0
70,6,إِنَّهُمْ يَرَوْنَهُۥ بَعِيدًۭا,29,-10.247089385986328,48.265625,52.6635,31,3,9,0,0,2,10,1,0,4.397875,183.4370880619296,7.573119177118688,45.34389004004183,407.0,436.0,75.17819980493927,14.415755674526903,0.14080023765563965,1766.9084617209423,3111.243206521739,0.0
70,7,وَنَرَىٰهُ قَرِيبًۭا,19,-8.371125221252441,53.863437499999996,56.002875,20,2,7,1,1,1,8,2,1,2.1395,196.01890389035566,16.555462547753056,129.2012896847696,202.0,210.0,74.36345613124405,13.625032515492254,0.12794078886508942,1341.9553767175166,2344.4496268656717,1.1999374999999972
70,8,يَوْمَ تَكُونُ ٱلسَّمَآءُ كَٱلْمُهْلِ,38,-8.742274284362793,55.822875,62.04175,38,4,12,1,0,0,12,3,0,6.218875,175.552205219357,22.245062854931767,135.09770300970837,528.0,618.0,70.70578069702817,11.787002770556262,0.11653806269168854,1533.816418546267,2907.331730769231,0.0
70,9,وَتَكُونُ ٱلْجِبَالُ كَٱلْعِهْنِ,32,-9.358694076538086,63.38175,67.7199375,32,3,10,0,0,0,10,2,0,4.3381875,171.75464621267935,26.48628513251013,75.09036943098602,336.0,430.0,67.8881184129712,12.305646776288347,0.09587562829256058,1377.0196402173042,2494.485294117647,1.3399999999999963
