surah_no,verse_no,pos_in_clean,original_idx,uthmani_char,vocab_char,start_s,end_s,fire_end_s,duration_s,fire_duration_s,ctc_score,is_emphatic,has_shadda,has_small_alif_after,has_madd_sign_after,has_sukun,following_vowel
37,-1,0,0,أ,أ,0.5640000000000001,0.604,0.5840000000000001,0.039999999999999925,0.020000000000000018,-16.259293,False,False,False,False,False,fatha
37,-1,1,1,َ,َ,0.604,0.624,0.624,0.020000000000000018,0.020000000000000018,-14.927747,False,False,False,False,False,damma
37,-1,2,2,ع,ع,0.624,0.724,0.644,0.09999999999999998,0.020000000000000018,-19.181662,False,False,False,False,False,damma
37,-1,3,3,ُ,ُ,0.724,0.744,0.744,0.020000000000000018,0.020000000000000018,-18.09571,False,False,False,False,False,damma
37,-1,4,4,و,و,0.744,0.884,0.764,0.14,0.020000000000000018,-15.074924,False,False,False,False,False,damma
37,-1,5,5,ذ,ذ,0.884,0.944,0.904,0.05999999999999994,0.020000000000000018,-16.570326,False,False,False,False,False,damma
37,-1,6,6,ُ,ُ,0.944,0.984,0.964,0.040000000000000036,0.020000000000000018,-17.153324,False,False,False,False,False,kasra
37,-1,7,7, ,|,0.984,1.004,1.004,0.020000000000000018,0.020000000000000018,-1.5497088e-05,False,False,False,False,False,kasra
37,-1,8,8,ب,ب,1.004,1.024,1.024,0.020000000000000018,0.020000000000000018,-17.455568,False,False,False,False,False,kasra
37,-1,9,9,ِ,ِ,1.024,1.044,1.044,0.020000000000000018,0.020000000000000018,-15.359692,False,False,False,False,False,none
37,-1,10,10,ا,ا,1.044,1.084,1.064,0.040000000000000036,0.020000000000000018,-0.012332729,False,False,False,False,False,none
37,-1,11,11,ل,ل,1.084,1.264,1.124,0.17999999999999994,0.040000000000000036,-0.00016430991,False,True,False,False,False,fatha
37,-1,12,12,ل,ل,1.264,1.304,1.304,0.040000000000000036,0.040000000000000036,-0.3117604,False,True,False,False,False,fatha
37,-1,13,13,ّ,ّ,1.304,1.344,1.344,0.040000000000000036,0.040000000000000036,-0.19966298,False,False,False,False,False,fatha
37,-1,14,14,َ,َ,1.344,1.6239999999999999,1.3840000000000001,0.2799999999999998,0.040000000000000036,-0.0055174064,False,False,False,False,False,kasra
37,-1,15,15,ه,ه,1.6239999999999999,1.684,1.644,0.06000000000000005,0.020000000000000018,-0.00034874555,False,False,False,False,False,kasra
37,-1,16,16,ِ,ِ,1.684,1.724,1.724,0.040000000000000036,0.040000000000000036,-0.023170121,False,False,False,False,False,kasra
37,-1,17,17, ,|,1.724,1.744,1.744,0.020000000000000018,0.020000000000000018,-12.960177,False,False,False,False,False,kasra
37,-1,18,18,م,م,1.744,1.764,1.764,0.020000000000000018,0.020000000000000018,-8.15246,False,False,False,False,False,kasra
37,-1,19,19,ِ,ِ,1.764,1.804,1.784,0.040000000000000036,0.020000000000000018,-12.1497345,False,False,False,False,False,fatha
37,-1,20,20,ن,ن,1.804,1.844,1.824,0.040000000000000036,0.020000000000000018,-3.1908484,False,False,False,False,False,fatha
37,-1,21,21,َ,َ,1.844,1.8639999999999999,1.8639999999999999,0.019999999999999796,0.019999999999999796,-14.353756,False,False,False,False,False,none
37,-1,22,22, ,|,1.8639999999999999,1.884,1.884,0.020000000000000018,0.020000000000000018,-0.0034976755,False,False,False,False,False,none
37,-1,23,23,ا,ا,1.884,1.924,1.904,0.040000000000000036,0.020000000000000018,-7.2897744,False,False,False,False,False,none
37,-1,24,24,ل,ل,1.924,2.044,1.944,0.1200000000000001,0.020000000000000018,-4.812946,False,True,False,False,False,fatha
37,-1,25,25,ش,ش,2.044,2.104,2.064,0.06000000000000005,0.020000000000000018,-13.76136,False,True,False,False,False,fatha
37,-1,26,26,ّ,ّ,2.104,2.124,2.124,0.020000000000000018,0.020000000000000018,-9.855083,False,False,False,False,False,fatha
37,-1,27,27,َ,َ,2.124,2.244,2.144,0.1200000000000001,0.020000000000000018,-0.00034993724,False,False,False,False,True,sukun
37,-1,28,28,ي,ي,2.244,2.3040000000000003,2.2640000000000002,0.06000000000000005,0.020000000000000018,-15.882843,False,False,False,False,True,sukun
37,-1,29,29,ْ,ْ,2.3040000000000003,2.464,2.3240000000000003,0.1599999999999997,0.020000000000000018,-13.705079,False,False,False,False,False,fatha
37,-1,30,30,ط,ط,2.464,2.544,2.484,0.08000000000000007,0.020000000000000018,-19.19142,True,False,False,False,False,fatha
