surah_no,verse_no,text,n_letters_aligned,ctc_mean_score,t_start,t_end,char_count,word_count,syllable_count,madd_count,emphatic_count,ghunnah_count,syllable_count_full,madd_count_full,emphatic_count_full,Duration_s,Mean_Pitch_Hz,Pitch_Variance,Pitch_Range_Hz,Pitch_Voiced_Frames,Pitch_Total_Frames,Mean_Intensity_dB,HNR_dB,Mean_RMS,Spectral_Centroid_Hz,Spectral_Rolloff85_Hz,Silence_before_s
13,-1,أَعُوذُ بِاللَّهِ مِنَ الشَّيْطَانِ الرَّجِيمِ,46,-6.771011829376221,0.596,6.4559999999999995,46,5,14,0,1,0,14,3,1,5.8599375,192.2013878687636,16.63058376637904,95.38230738928333,437.0,582.0,65.40264723008899,13.65633088253978,0.10595129430294037,1615.264772686379,3067.2129755434785,0.0
13,1,بِسْمِ ٱللَّهِ ٱلرَّحْمَـٰنِ ٱلرَّحِيمِ الٓمٓر ۚ تِلْكَ ءَايَـٰتُ ٱلْكِتَـٰبِ ۗ وَٱلَّذِىٓ أُنزِلَ إِلَيْكَ مِن رَّبِّكَ ٱلْحَقُّ وَلَـٰكِنَّ أَكْثَرَ ٱلنَّاسِ لَا يُؤْمِنُونَ,167,-4.245312213897705,7.662,33.785000000000004,175,19,54,7,1,2,54,12,1,26.123,195.82935281500374,18.45143990990543,153.1060681518835,2238.0,2609.0,67.25681943185569,16.323766558731375,0.09777291119098663,1489.0092082576434,2834.8856334149327,1.2060000000000004
13,2,ٱللَّهُ ٱلَّذِى رَفَعَ ٱلسَّمَـٰوَٰتِ بِغَيْرِ عَمَدٍۢ تَرَوْنَهَا ۖ ثُمَّ ٱسْتَوَىٰ عَلَى ٱلْعَرْشِ ۖ وَسَخَّرَ ٱلشَّمْسَ وَٱلْقَمَرَ ۖ كُلٌّۭ يَجْرِى لِأَجَلٍۢ مُّسَمًّۭى ۚ يُدَبِّرُ ٱلْأَمْرَ يُفَصِّلُ ٱلْـَٔايَـٰتِ لَعَلَّكُم بِلِقَآءِ رَبِّكُمْ تُوقِنُونَ,245,-2.210108995437622,33.585,71.276625,261,26,79,5,4,7,83,10,6,37.691625,181.4592461111061,31.64696724282036,383.1578970533961,3174.0,3766.0,66.96430529791859,15.082818397329351,0.09005036950111389,1445.7466356591717,2726.3171158743635,0.0
13,3,وَهُوَ ٱلَّذِى مَدَّ ٱلْأَرْضَ وَجَعَلَ فِيهَا رَوَٰسِىَ وَأَنْهَـٰرًۭا ۖ وَمِن كُلِّ ٱلثَّمَرَٰتِ جَعَلَ فِيهَا زَوْجَيْنِ ٱثْنَيْنِ ۖ يُغْشِى ٱلَّيْلَ ٱلنَّهَارَ ۚ إِنَّ فِى ذَٰلِكَ لَـَٔايَـٰتٍۢ لِّقَوْمٍۢ يَتَفَكَّرُونَ,210,-2.5814316272735596,71.096625,103.41662500000001,223,24,69,5,2,5,72,13,3,32.32,196.27150207545563,27.65593617445779,269.30283119240994,2732.0,3229.0,68.38680884266164,14.371117827750853,0.10815686732530594,1550.9220642555217,2898.9861523244313,0.0
13,4,وَفِى ٱلْأَرْضِ قِطَعٌۭ مُّتَجَـٰوِرَٰتٌۭ وَجَنَّـٰتٌۭ مِّنْ أَعْنَـٰبٍۢ وَزَرْعٌۭ وَنَخِيلٌۭ صِنْوَانٌۭ وَغَيْرُ صِنْوَانٍۢ يُسْقَىٰ بِمَآءٍۢ وَٰحِدٍۢ وَنُفَضِّلُ بَعْضَهَا عَلَىٰ بَعْضٍۢ فِى ٱلْأُكُلِ ۚ إِنَّ فِى ذَٰلِكَ لَـَٔايَـٰتٍۢ لِّقَوْمٍۢ يَعْقِلُونَ,239,-4.918752193450928,103.3998125,138.97575,260,27,75,10,11,17,88,17,13,35.5759375,181.1265368449,26.491691861791313,193.31310409576014,3102.0,3554.0,67.95371881629808,15.99053009753479,0.09501633048057556,1434.7875527955644,2710.2630395683454,0.0
13,5,وَإِن تَعْجَبْ فَعَجَبٌۭ قَوْلُهُمْ أَءِذَا كُنَّا تُرَٰبًا أَءِنَّا لَفِى خَلْقٍۢ جَدِيدٍ ۗ أُو۟لَـٰٓئِكَ ٱلَّذِينَ كَفَرُوا۟ بِرَبِّهِمْ ۖ وَأُو۟لَـٰٓئِكَ ٱلْأَغْلَـٰلُ فِىٓ أَعْنَاقِهِمْ ۖ وَأُو۟لَـٰٓئِكَ أَصْحَـٰبُ ٱلنَّارِ ۖ هُمْ فِيهَا خَـٰلِدُونَ,233,-5.454649448394775,138.77575,174.475875,253,25,80,11,4,7,84,25,7,35.700125,164.95889154635154,17.266886768737326,143.97918698859056,2980.0,3567.0,69.04901036707349,15.022092285599314,0.11804120242595673,1488.643583882679,2849.175347222222,0.0
13,6,وَيَسْتَعْجِلُونَكَ بِٱلسَّيِّئَةِ قَبْلَ ٱلْحَسَنَةِ وَقَدْ خَلَتْ مِن قَبْلِهِمُ ٱلْمَثُلَـٰتُ ۗ وَإِنَّ رَبَّكَ لَذُو مَغْفِرَةٍۢ لِّلنَّاسِ عَلَىٰ ظُلْمِهِمْ ۖ وَإِنَّ رَبَّكَ لَشَدِيدُ ٱلْعِقَابِ,194,-4.683693885803223,174.45587500000002,203.2796875,200,20,65,2,5,4,66,7,7,28.8238125,168.32084442778842,26.144377451941534,389.3032136746335,2437.0,2879.0,70.0532186359463,13.351772139641815,0.11677893251180649,1632.406566021825,3049.4762763596004,0.0
13,7,وَيَقُولُ ٱلَّذِينَ كَفَرُوا۟ لَوْلَآ أُنزِلَ عَلَيْهِ ءَايَةٌۭ مِّن رَّبِّهِۦٓ ۗ إِنَّمَآ أَنتَ مُنذِرٌۭ ۖ وَلِكُلِّ قَوْمٍ هَادٍ,124,-8.404993057250977,203.0796875,223.05849999999998,132,15,40,3,2,6,44,10,2,19.97875,182.18708502411457,33.1142537578092,283.14511816466796,1631.0,1994.0,68.92500804603476,14.608020741396217,0.13346540927886963,1515.1525854120648,2818.5,0.0
13,8,ٱللَّهُ يَعْلَمُ مَا تَحْمِلُ كُلُّ أُنثَىٰ وَمَا تَغِيضُ ٱلْأَرْحَامُ وَمَا تَزْدَادُ ۖ وَكُلُّ شَىْءٍ عِندَهُۥ بِمِقْدَارٍ,121,-8.30819320678711,222.8585,241.12337499999998,124,15,37,1,2,2,39,8,3,18.2648125,187.85667376755313,24.47928253118749,195.23299502998285,1582.0,1823.0,71.09880589649855,14.596653277220346,0.1392170786857605,1503.7403958834996,2753.3794877408054,0.0
13,9,عَـٰلِمُ ٱلْغَيْبِ وَٱلشَّهَـٰدَةِ ٱلْكَبِيرُ ٱلْمُتَعَالِ,56,-8.123679161071777,241.023375,250.801,58,5,19,2,0,0,19,4,1,9.777625,195.46286283101645,25.42028629368414,127.45905777833164,747.0,974.0,66.99703982772648,13.344493461182848,0.12133029103279114,1606.4838974414172,2827.920751633987,0.0
