surah_no,verse_no,text,n_letters_aligned,ctc_mean_score,t_start,t_end,char_count,word_count,syllable_count,madd_count,emphatic_count,ghunnah_count,syllable_count_full,madd_count_full,emphatic_count_full,Duration_s,Mean_Pitch_Hz,Pitch_Variance,Pitch_Range_Hz,Pitch_Voiced_Frames,Pitch_Total_Frames,Mean_Intensity_dB,HNR_dB,Mean_RMS,Spectral_Centroid_Hz,Spectral_Rolloff85_Hz,Silence_before_s
99,-1,أَعُوذُ بِاللَّهِ مِنَ الشَّيْطَانِ الرَّجِيمِ,46,-8.111259460449219,0.08,7.3195625,46,5,14,0,1,0,14,3,1,7.2395625,189.41770226728372,18.89652498907411,116.32649515799768,589.0,720.0,71.18932604564019,12.571017010133128,0.14264614880084991,1982.9712661094245,3421.806167400881,0.0
99,1,بِسْمِ ٱللَّهِ ٱلرَّحْمَـٰنِ ٱلرَّحِيمِ إِذَا زُلْزِلَتِ ٱلْأَرْضُ زِلْزَالَهَا,78,-9.056551933288574,7.1195625,19.085687500000002,79,8,23,1,1,0,23,5,1,11.966125,186.95226390660739,22.630896374180157,381.31730641300857,948.0,1193.0,72.00333582495679,11.797567664009424,0.13739944994449615,1867.8131655252378,3430.0008355614973,0.0
99,2,وَأَخْرَجَتِ ٱلْأَرْضُ أَثْقَالَهَا,35,-9.41891098022461,18.9056875,24.232437500000003,35,3,11,0,2,0,11,2,3,5.32675,201.11471174889445,56.828038163878006,340.50409213262435,443.0,529.0,74.31770947341491,11.75642700692765,0.16362380981445312,2090.7294566766454,3601.1414670658683,0.0
99,3,وَقَالَ ٱلْإِنسَـٰنُ مَا لَهَا,29,-9.099542617797852,24.0924375,28.818687500000003,30,4,10,1,1,0,10,4,1,4.72625,174.2392092785475,19.63169130844117,198.69891800914803,329.0,469.0,70.60232706303913,9.869283407839848,0.13735313713550568,1944.7558705642339,3527.5548986486488,0.0
99,4,يَوْمَئِذٍۢ تُحَدِّثُ أَخْبَارَهَا,33,-9.507100105285645,28.6186875,33.348,34,3,11,0,0,1,12,2,1,4.7293125,180.6365427421447,28.422509455315815,131.2810099256688,430.0,469.0,74.4096782132667,10.406062173092671,0.15648676455020905,1940.6082275765448,3510.3462837837837,0.0
99,5,بِأَنَّ رَبَّكَ أَوْحَىٰ لَهَا,30,-10.40595817565918,33.1679375,37.935625,30,4,11,1,0,1,11,2,0,4.7676875,217.1167962454607,15.034833397813712,97.70295515655553,408.0,473.0,72.07029678750673,14.55327456600258,0.1352824568748474,2092.839615947049,3630.505453020134,0.0
99,6,يَوْمَئِذٍۢ يَصْدُرُ ٱلنَّاسُ أَشْتَاتًۭا لِّيُرَوْا۟ أَعْمَـٰلَهُمْ,64,-6.167409896850586,37.735625,47.812000000000005,68,6,18,1,1,3,20,4,1,10.076375,197.26295047681865,37.14830976382478,412.06099687093223,818.0,1004.0,72.03291045159378,12.481372092016024,0.15244482457637787,2100.1296830544734,3688.467261904762,0.0
99,7,فَمَن يَعْمَلْ مِثْقَالَ ذَرَّةٍ خَيْرًۭا يَرَهُۥ,47,-9.296552658081055,47.732,55.120375,49,6,13,0,1,2,15,1,2,7.388375,193.54278531971596,18.571304710211024,140.16481817086694,632.0,735.0,70.6865208763324,12.872434191466002,0.1192193254828453,1866.7764291096255,3240.8685064935066,0.0
99,8,وَمَن يَعْمَلْ مِثْقَالَ ذَرَّةٍۢ شَرًّۭا يَرَهُۥ,46,-4.813504695892334,54.920375,61.668,49,6,13,0,1,2,15,1,1,6.747625,179.17153019468807,16.123113201170224,115.55585666397405,635.0,671.0,72.60138152376942,12.233985037540911,0.11605706065893173,1964.222868837989,3455.827902843602,0.0
