source,family,T,EL,L
ctrl,poetry_abbasi,-2.781911,0.145833,-2.395071
ctrl,poetry_abbasi,-2.553923,0.062500,-2.621828
ctrl,poetry_abbasi,-2.466667,0.000000,-2.836516
ctrl,poetry_abbasi,-3.021849,0.062500,-2.871175
ctrl,poetry_abbasi,-2.512099,0.222222,-1.932069
ctrl,poetry_abbasi,-2.545814,0.150000,-2.251849
ctrl,poetry_abbasi,-2.555731,0.000000,-2.883976
ctrl,poetry_abbasi,-2.713007,0.078431,-2.640024
ctrl,poetry_abbasi,-2.646651,0.135135,-2.367702
ctrl,poetry_abbasi,-3.226248,0.153846,-2.598363
ctrl,poetry_abbasi,-2.564651,0.000000,-2.888730
ctrl,poetry_abbasi,-2.542918,0.000000,-2.877149
ctrl,poetry_abbasi,-2.709363,0.096774,-2.561428
ctrl,poetry_abbasi,-2.126653,0.071429,-2.356834
ctrl,poetry_abbasi,-2.686153,0.000000,-2.953475
ctrl,poetry_abbasi,-2.953973,0.038462,-2.935461
ctrl,poetry_abbasi,-2.991393,0.100000,-2.698235
ctrl,poetry_abbasi,-2.402352,0.090909,-2.422339
ctrl,poetry_abbasi,-2.978369,0.068966,-2.820987
ctrl,poetry_abbasi,-2.247921,0.052632,-2.500007
ctrl,poetry_abbasi,-2.529980,0.055556,-2.638090
ctrl,poetry_abbasi,-1.696215,0.222222,-1.497303
ctrl,poetry_abbasi,-2.658783,0.205882,-2.078517
ctrl,poetry_abbasi,-2.583961,0.068182,-2.614091
ctrl,poetry_abbasi,-2.630084,0.142857,-2.326604
ctrl,poetry_abbasi,-2.847734,0.250000,-1.994839
ctrl,poetry_abbasi,-2.803824,0.084211,-2.664267
ctrl,poetry_abbasi,-2.827343,0.090909,-2.648807
ctrl,poetry_abbasi,-3.064347,0.066667,-2.876409
ctrl,poetry_abbasi,-2.371314,0.078947,-2.455787
ctrl,poetry_abbasi,-3.018718,0.092105,-2.745787
ctrl,poetry_abbasi,-2.799651,0.088889,-2.642493
ctrl,poetry_abbasi,-2.898673,0.076923,-2.745264
ctrl,poetry_abbasi,-3.022234,0.059524,-2.883818
ctrl,poetry_abbasi,-2.828822,0.093750,-2.637723
ctrl,poetry_abbasi,-2.964033,0.071429,-2.803054
ctrl,poetry_abbasi,-2.699569,0.156250,-2.307662
ctrl,poetry_abbasi,-2.939822,0.050000,-2.879702
ctrl,poetry_abbasi,-3.068952,0.080000,-2.823143
ctrl,poetry_abbasi,-2.914705,0.046512,-2.880895
ctrl,poetry_abbasi,-1.892549,0.189189,-1.739969
ctrl,poetry_abbasi,-2.398385,0.132075,-2.248193
ctrl,poetry_abbasi,-2.800743,0.071429,-2.716041
ctrl,poetry_abbasi,-2.247647,0.100000,-2.301910
ctrl,poetry_abbasi,-3.195543,0.043478,-3.043224
ctrl,poetry_abbasi,-2.951052,0.044444,-2.908902
ctrl,poetry_abbasi,-2.648409,0.053571,-2.709490
ctrl,poetry_abbasi,-2.553843,0.133333,-2.325776
ctrl,poetry_abbasi,-2.853480,0.048780,-2.838788
ctrl,poetry_abbasi,-2.935304,0.064516,-2.816632
ctrl,poetry_abbasi,-2.145751,0.127273,-2.133641
ctrl,poetry_abbasi,-3.156254,0.037037,-3.049205
ctrl,poetry_abbasi,-1.979295,0.066667,-2.298210
ctrl,poetry_abbasi,-2.136164,0.268293,-1.539216
ctrl,poetry_abbasi,-3.099020,0.125000,-2.651113
ctrl,poetry_abbasi,-1.872321,0.184615,-1.748303
ctrl,poetry_abbasi,-2.814930,0.195122,-2.206691
ctrl,poetry_abbasi,-2.959399,0.117647,-2.607440
ctrl,poetry_abbasi,-2.888030,0.142857,-2.464057
ctrl,poetry_abbasi,-2.660245,0.040000,-2.772511
ctrl,poetry_abbasi,-2.982839,0.000000,-3.111572
ctrl,poetry_abbasi,-1.831207,0.192308,-1.694249
ctrl,poetry_abbasi,-2.393865,0.080000,-2.463405
ctrl,poetry_abbasi,-2.434266,0.086022,-2.459770
ctrl,poetry_abbasi,-2.748537,0.163265,-2.304439
ctrl,poetry_abbasi,-2.922895,0.088608,-2.709342
ctrl,poetry_abbasi,-2.642677,0.121212,-2.423768
ctrl,poetry_abbasi,-2.374752,0.200000,-1.951746
ctrl,poetry_abbasi,-2.099348,0.066667,-2.362183
ctrl,poetry_abbasi,-2.211114,0.190476,-1.904346
ctrl,poetry_abbasi,-2.258136,0.125000,-2.203026
ctrl,poetry_abbasi,-2.515292,0.111111,-2.398099
ctrl,poetry_abbasi,-2.043868,0.093750,-2.219439
ctrl,poetry_abbasi,-2.389996,0.066667,-2.517063
ctrl,poetry_abbasi,-2.418925,0.055556,-2.578911
ctrl,poetry_abbasi,-2.074848,0.000000,-2.627725
ctrl,poetry_abbasi,-2.988586,0.115385,-2.632447
ctrl,poetry_abbasi,-3.184845,0.096154,-2.817394
ctrl,poetry_abbasi,-2.396874,0.214286,-1.903835
ctrl,poetry_abbasi,-2.799937,0.142857,-2.417115
ctrl,poetry_abbasi,-2.327917,0.100000,-2.344684
ctrl,poetry_abbasi,-2.594335,0.066667,-2.625950
ctrl,poetry_abbasi,-2.692801,0.117647,-2.465376
ctrl,poetry_abbasi,-2.942090,0.100000,-2.671962
ctrl,poetry_abbasi,-2.678319,0.000000,-2.949301
ctrl,poetry_abbasi,-2.504096,0.042857,-2.677363
ctrl,poetry_abbasi,-2.825551,0.112245,-2.558691
ctrl,poetry_abbasi,-3.141891,0.040000,-3.029169
ctrl,poetry_abbasi,-2.408114,0.131579,-2.255452
ctrl,poetry_abbasi,-2.479131,0.107527,-2.393808
ctrl,poetry_abbasi,-2.566102,0.088889,-2.518040
ctrl,poetry_abbasi,-2.171426,0.146341,-2.067634
ctrl,poetry_abbasi,-2.550660,0.120000,-2.379799
ctrl,poetry_abbasi,-3.122326,0.049180,-2.980379
ctrl,poetry_abbasi,-2.704520,0.033708,-2.822399
ctrl,poetry_abbasi,-2.290265,0.122807,-2.229310
ctrl,poetry_abbasi,-1.635030,0.180000,-1.641144
ctrl,poetry_abbasi,-2.870947,0.125000,-2.529578
ctrl,poetry_abbasi,-2.976921,0.028169,-2.990702
ctrl,poetry_abbasi,-2.548912,0.101695,-2.455364
ctrl,poetry_abbasi,-2.421776,0.160714,-2.140977
ctrl,poetry_abbasi,-2.771989,0.119403,-2.500236
ctrl,poetry_abbasi,-2.972649,0.019231,-3.025778
ctrl,poetry_abbasi,-2.832949,0.037736,-2.874003
ctrl,poetry_abbasi,-3.026367,0.103448,-2.702461
ctrl,poetry_abbasi,-2.930401,0.081081,-2.744795
ctrl,poetry_abbasi,-2.884174,0.108108,-2.607217
ctrl,poetry_abbasi,-2.477933,0.133333,-2.285326
ctrl,poetry_abbasi,-1.920550,0.026316,-2.435531
ctrl,poetry_abbasi,-2.480969,0.098361,-2.433093
ctrl,poetry_abbasi,-2.280687,0.107692,-2.287371
ctrl,poetry_abbasi,-2.917746,0.035714,-2.927637
ctrl,poetry_abbasi,-2.621939,0.084337,-2.566815
ctrl,poetry_abbasi,-2.097507,0.145161,-2.033177
ctrl,poetry_abbasi,-2.199727,0.067797,-2.410951
ctrl,poetry_abbasi,-2.402857,0.107143,-2.354768
ctrl,poetry_abbasi,-2.851568,0.054054,-2.815732
ctrl,poetry_abbasi,-2.626447,0.080645,-2.584647
ctrl,poetry_abbasi,-3.032281,0.051282,-2.923613
ctrl,poetry_abbasi,-2.876617,0.031250,-2.924376
ctrl,poetry_abbasi,-2.687809,0.090909,-2.574452
ctrl,poetry_abbasi,-2.750531,0.104651,-2.550448
ctrl,poetry_abbasi,-2.402997,0.050000,-2.593640
ctrl,poetry_abbasi,-2.496710,0.058824,-2.606704
ctrl,poetry_abbasi,-2.139383,0.175676,-1.927973
ctrl,poetry_abbasi,-2.793468,0.043478,-2.828967
ctrl,poetry_abbasi,-2.909632,0.131148,-2.524502
ctrl,poetry_abbasi,-1.856198,0.173913,-1.784437
ctrl,poetry_abbasi,-2.151899,0.131579,-2.118921
ctrl,poetry_abbasi,-3.020898,0.025641,-3.024700
ctrl,poetry_abbasi,-2.688528,0.125000,-2.432371
ctrl,poetry_abbasi,-2.511273,0.044444,-2.674554
ctrl,poetry_abbasi,-2.421573,0.108108,-2.360707
ctrl,poetry_abbasi,-2.140676,0.265625,-1.552768
ctrl,poetry_abbasi,-2.260328,0.055556,-2.494399
ctrl,poetry_abbasi,-2.312624,0.070707,-2.458948
ctrl,poetry_abbasi,-2.741538,0.053571,-2.759116
ctrl,poetry_abbasi,-2.568973,0.117647,-2.399391
ctrl,poetry_abbasi,-2.854713,0.053571,-2.819424
ctrl,poetry_abbasi,-2.877526,0.116279,-2.569528
ctrl,poetry_abbasi,-1.774276,0.200000,-1.631766
ctrl,poetry_abbasi,-2.591247,0.069444,-2.612697
ctrl,poetry_abbasi,-2.702744,0.064516,-2.692706
ctrl,poetry_abbasi,-2.664886,0.014493,-2.881578
ctrl,poetry_abbasi,-2.881994,0.035714,-2.908586
ctrl,poetry_abbasi,-2.756006,0.041667,-2.816575
ctrl,poetry_abbasi,-2.527496,0.055556,-2.636766
ctrl,poetry_abbasi,-3.551366,0.037037,-3.259751
ctrl,poetry_abbasi,-1.928035,0.129032,-2.010272
ctrl,poetry_abbasi,-2.417968,0.192308,-2.006920
ctrl,poetry_abbasi,-2.771436,0.053571,-2.775048
ctrl,poetry_abbasi,-2.498699,0.098361,-2.442540
ctrl,poetry_abbasi,-3.134240,0.043478,-3.010557
ctrl,poetry_abbasi,-2.510325,0.057971,-2.617522
ctrl,poetry_abbasi,-2.959798,0.034483,-2.955192
ctrl,poetry_abbasi,-2.588965,0.068182,-2.616757
ctrl,poetry_abbasi,-2.106923,0.210526,-1.765037
ctrl,poetry_abbasi,-3.268723,0.051282,-3.049607
ctrl,poetry_abbasi,-2.801073,0.163934,-2.329638
ctrl,poetry_abbasi,-2.034122,0.142857,-2.009029
ctrl,poetry_abbasi,-2.527789,0.073171,-2.563309
ctrl,poetry_abbasi,-3.064761,0.066667,-2.876629
ctrl,poetry_abbasi,-2.455986,0.083333,-2.482578
ctrl,poetry_abbasi,-2.306615,0.071429,-2.452731
ctrl,poetry_abbasi,-2.304491,0.078947,-2.420179
ctrl,poetry_abbasi,-2.557868,0.000000,-2.885115
ctrl,poetry_abbasi,-3.339989,0.050000,-3.092941
ctrl,poetry_abbasi,-3.140613,0.070175,-2.902386
ctrl,poetry_abbasi,-2.796779,0.102941,-2.582238
ctrl,poetry_abbasi,-2.634458,0.094595,-2.530622
ctrl,poetry_abbasi,-2.738886,0.073171,-2.675798
ctrl,poetry_abbasi,-1.899791,0.166667,-1.837949
ctrl,poetry_abbasi,-2.816852,0.119048,-2.525627
ctrl,poetry_abbasi,-2.753939,0.086957,-2.626209
ctrl,poetry_abbasi,-2.908141,0.028986,-2.950638
ctrl,poetry_abbasi,-2.356906,0.177419,-2.036600
ctrl,poetry_abbasi,-2.677021,0.146667,-2.335695
ctrl,poetry_abbasi,-2.768657,0.062500,-2.736255
ctrl,poetry_abbasi,-2.443027,0.139535,-2.240809
ctrl,poetry_abbasi,-2.571553,0.032258,-2.757602
ctrl,poetry_abbasi,-2.454778,0.048193,-2.628785
ctrl,poetry_abbasi,-2.723053,0.061538,-2.715972
ctrl,poetry_abbasi,-2.554924,0.105263,-2.443656
ctrl,poetry_abbasi,-2.323171,0.142857,-2.163057
ctrl,poetry_abbasi,-3.003890,0.000000,-3.122790
ctrl,poetry_abbasi,-2.309225,0.145833,-2.143188
ctrl,poetry_abbasi,-2.131952,0.043478,-2.476461
ctrl,poetry_abbasi,-2.801069,0.160000,-2.346078
ctrl,poetry_abbasi,-2.673684,0.142857,-2.349837
ctrl,poetry_abbasi,-2.722600,0.135593,-2.406259
ctrl,poetry_abbasi,-2.593782,0.115385,-2.422066
ctrl,poetry_abbasi,-1.444908,0.133333,-1.734850
ctrl,poetry_abbasi,-3.292176,0.040000,-3.109252
ctrl,poetry_abbasi,-2.406745,0.083333,-2.456339
ctrl,poetry_abbasi,-2.366226,0.106061,-2.339771
ctrl,poetry_abbasi,-3.180676,0.106667,-2.771240
ctrl,poetry_abbasi,-2.422964,0.062500,-2.552043
ctrl,poetry_abbasi,-2.342960,0.145455,-2.162747
ctrl,poetry_abbasi,-1.822522,0.185185,-1.719385
ctrl,poetry_abbasi,-2.151332,0.133333,-2.111287
ctrl,poetry_abbasi,-2.782798,0.100000,-2.587080
ctrl,poetry_abbasi,-2.602582,0.108108,-2.457163
ctrl,poetry_abbasi,-3.126106,0.083333,-2.839670
ctrl,poetry_abbasi,-2.055323,0.166667,-1.920828
ctrl,poetry_abbasi,-3.008265,0.150000,-2.498278
ctrl,poetry_abbasi,-2.410028,0.111111,-2.342006
ctrl,poetry_abbasi,-2.332348,0.086957,-2.401553
ctrl,poetry_abbasi,-2.185501,0.000000,-2.686689
ctrl,poetry_abbasi,-2.242786,0.050000,-2.508268
ctrl,poetry_abbasi,-2.758658,0.136364,-2.422254
ctrl,poetry_abbasi,-2.717280,0.058824,-2.724241
ctrl,poetry_abbasi,-2.305090,0.130435,-2.205334
ctrl,poetry_abbasi,-2.160456,0.069767,-2.381788
ctrl,poetry_abbasi,-2.591209,0.063830,-2.636140
ctrl,poetry_abbasi,-1.965705,0.125000,-2.047196
ctrl,poetry_abbasi,-2.583410,0.085714,-2.540530
ctrl,poetry_abbasi,-2.371535,0.044776,-2.598705
ctrl,poetry_abbasi,-2.772630,0.062500,-2.738372
ctrl,poetry_abbasi,-2.674016,0.069767,-2.655453
ctrl,poetry_abbasi,-2.427001,0.046512,-2.621009
ctrl,poetry_abbasi,-2.590523,0.038462,-2.741787
ctrl,poetry_abbasi,-2.421737,0.092593,-2.425634
ctrl,poetry_abbasi,-3.159843,0.000000,-3.205893
ctrl,poetry_abbasi,-2.840739,0.000000,-3.035851
ctrl,poetry_abbasi,-2.413331,0.000000,-2.808094
ctrl,poetry_abbasi,-2.142867,0.090909,-2.284066
ctrl,poetry_abbasi,-3.268432,0.086957,-2.900371
ctrl,poetry_abbasi,-2.850000,0.066667,-2.762188
ctrl,poetry_abbasi,-2.555404,0.148936,-2.261404
ctrl,poetry_abbasi,-2.495693,0.028571,-2.732585
ctrl,poetry_abbasi,-2.439829,0.125000,-2.299845
ctrl,poetry_abbasi,-2.882123,0.176471,-2.320440
ctrl,poetry_abbasi,-2.019616,0.157895,-1.938458
ctrl,poetry_abbasi,-3.016621,0.055556,-2.897410
ctrl,poetry_abbasi,-2.596566,0.031746,-2.773071
ctrl,poetry_abbasi,-3.178678,0.083333,-2.867684
ctrl,poetry_abbasi,-2.776321,0.166667,-2.305031
ctrl,poetry_abbasi,-2.890679,0.092308,-2.676713
ctrl,poetry_abbasi,-2.372613,0.145833,-2.176966
ctrl,poetry_abbasi,-3.088017,0.041667,-2.993496
ctrl,poetry_abbasi,-2.486552,0.096774,-2.442697
ctrl,poetry_abbasi,-3.071816,0.083333,-2.810740
ctrl,poetry_abbasi,-2.355642,0.058824,-2.531533
ctrl,poetry_abbasi,-2.686311,0.130435,-2.408478
ctrl,poetry_abbasi,-2.484108,0.058824,-2.599989
ctrl,poetry_abbasi,-3.159575,0.000000,-3.205750
ctrl,poetry_abbasi,-2.980821,0.136364,-2.540639
ctrl,poetry_abbasi,-2.755496,0.081633,-2.649287
ctrl,poetry_abbasi,-2.020189,0.120000,-2.097124
ctrl,poetry_abbasi,-2.440596,0.103448,-2.390318
ctrl,poetry_abbasi,-2.638972,0.066667,-2.649737
ctrl,poetry_abbasi,-2.138164,0.111111,-2.197136
ctrl,poetry_abbasi,-2.433494,0.125000,-2.296469
ctrl,poetry_abbasi,-2.938599,0.072165,-2.786424
ctrl,poetry_abbasi,-2.734315,0.063291,-2.714648
ctrl,poetry_abbasi,-3.010613,0.092105,-2.741468
ctrl,poetry_abbasi,-1.931170,0.183333,-1.785021
ctrl,poetry_abbasi,-1.687579,0.197917,-1.594273
ctrl,poetry_abbasi,-2.316715,0.098765,-2.343874
ctrl,poetry_abbasi,-2.385181,0.030303,-2.666459
ctrl,poetry_abbasi,-2.249352,0.050000,-2.511766
ctrl,poetry_abbasi,-3.088294,0.102564,-2.739156
ctrl,poetry_abbasi,-2.332334,0.093023,-2.376193
ctrl,poetry_abbasi,-3.185235,0.029412,-3.096514
ctrl,poetry_abbasi,-3.069900,0.040000,-2.990807
ctrl,poetry_abbasi,-2.768195,0.116279,-2.511268
ctrl,poetry_abbasi,-2.608899,0.022727,-2.817332
ctrl,poetry_abbasi,-2.303454,0.085106,-2.393888
ctrl,poetry_abbasi,-2.463382,0.071429,-2.536269
ctrl,poetry_abbasi,-2.712149,0.090909,-2.587423
ctrl,poetry_abbasi,-2.452884,0.150000,-2.202328
ctrl,poetry_abbasi,-3.135982,0.076923,-2.871720
ctrl,poetry_abbasi,-2.702405,0.038961,-2.799319
ctrl,poetry_abbasi,-2.898169,0.210526,-2.186673
ctrl,poetry_abbasi,-2.610153,0.085106,-2.557321
ctrl,poetry_abbasi,-3.116667,0.066667,-2.904289
ctrl,poetry_abbasi,-2.742374,0.086957,-2.620046
ctrl,poetry_abbasi,-2.651182,0.080000,-2.600524
ctrl,poetry_abbasi,-3.215508,0.034483,-3.091454
ctrl,poetry_abbasi,-2.725285,0.049180,-2.768805
ctrl,poetry_abbasi,-2.407893,0.112676,-2.334329
ctrl,poetry_abbasi,-3.257341,0.152174,-2.621920
ctrl,poetry_abbasi,-2.633814,0.092593,-2.538645
ctrl,poetry_abbasi,-2.963892,0.156250,-2.448514
ctrl,poetry_abbasi,-3.094151,0.030612,-3.042961
ctrl,poetry_abbasi,-2.476447,0.200000,-2.005937
ctrl,poetry_abbasi,-3.075983,0.095238,-2.763211
ctrl,poetry_abbasi,-2.702850,0.063830,-2.695631
ctrl,poetry_abbasi,-2.141078,0.073171,-2.357240
ctrl,poetry_abbasi,-2.481425,0.200000,-2.008589
ctrl,poetry_abbasi,-2.846735,0.152174,-2.403118
ctrl,poetry_abbasi,-1.892152,0.176471,-1.792908
ctrl,poetry_abbasi,-2.076800,0.235294,-1.645481
ctrl,poetry_abbasi,-2.656077,0.000000,-2.937448
ctrl,poetry_abbasi,-2.470451,0.056604,-2.601988
ctrl,poetry_abbasi,-2.343671,0.125000,-2.248605
ctrl,poetry_abbasi,-2.969528,0.000000,-3.104479
ctrl,poetry_abbasi,-2.557833,0.118644,-2.389288
ctrl,poetry_abbasi,-2.806365,0.086207,-2.657279
ctrl,poetry_abbasi,-2.665443,0.000000,-2.942439
ctrl,poetry_abbasi,-3.091988,0.125000,-2.647365
ctrl,poetry_abbasi,-2.642649,0.125000,-2.407923
ctrl,poetry_abbasi,-1.755834,0.173913,-1.730955
ctrl,poetry_abbasi,-2.432834,0.113636,-2.343606
ctrl,poetry_abbasi,-2.487005,0.058824,-2.601533
ctrl,poetry_abbasi,-2.786335,0.142857,-2.409866
ctrl,poetry_abbasi,-2.295872,0.109589,-2.287536
ctrl,poetry_abbasi,-2.480816,0.000000,-2.844056
ctrl,poetry_abbasi,-2.122909,0.081081,-2.314501
ctrl,poetry_abbasi,-2.278453,0.041667,-2.562098
ctrl,poetry_abbasi,-2.780362,0.166667,-2.307185
ctrl,poetry_abbasi,-2.487968,0.100000,-2.429971
ctrl,poetry_abbasi,-1.978430,0.150000,-1.949503
ctrl,poetry_abbasi,-2.538285,0.137931,-2.298272
ctrl,poetry_abbasi,-2.482379,0.234043,-1.866835
ctrl,poetry_abbasi,-2.995590,0.062500,-2.857182
ctrl,poetry_abbasi,-2.996715,0.285714,-1.924979
ctrl,poetry_abbasi,-2.689866,0.041667,-2.781331
ctrl,poetry_abbasi,-3.182913,0.100000,-2.800291
ctrl,poetry_abbasi,-2.966245,0.100000,-2.684834
ctrl,poetry_abbasi,-1.944538,0.222222,-1.629629
ctrl,poetry_abbasi,-2.659294,0.142857,-2.342169
ctrl,poetry_abbasi,-2.216119,0.097561,-2.295302
ctrl,poetry_abbasi,-2.694117,0.000000,-2.957719
ctrl,poetry_abbasi,-2.057374,0.083333,-2.270167
ctrl,poetry_abbasi,-2.523642,0.045455,-2.676924
ctrl,poetry_abbasi,-2.897127,0.150000,-2.439055
ctrl,poetry_abbasi,-2.632875,0.115385,-2.442897
ctrl,poetry_abbasi,-2.906124,0.086957,-2.707305
ctrl,poetry_abbasi,-2.991975,0.086957,-2.753053
ctrl,poetry_abbasi,-3.212843,0.145833,-2.624705
ctrl,poetry_abbasi,-2.877423,0.170732,-2.341918
ctrl,poetry_abbasi,-2.895470,0.075000,-2.751593
ctrl,poetry_abbasi,-2.472143,0.196429,-2.018568
ctrl,poetry_abbasi,-2.684855,0.148649,-2.331587
ctrl,poetry_abbasi,-2.367972,0.170732,-2.070444
ctrl,poetry_abbasi,-2.757611,0.078431,-2.663792
ctrl,poetry_abbasi,-3.202047,0.062500,-2.967198
ctrl,poetry_abbasi,-3.356398,0.080000,-2.976317
ctrl,poetry_abbasi,-2.480099,0.054545,-2.615731
ctrl,poetry_abbasi,-1.833724,0.111111,-2.034907
ctrl,poetry_abbasi,-2.552820,0.000000,-2.882425
ctrl,poetry_abbasi,-2.384513,0.121951,-2.283109
ctrl,poetry_abbasi,-2.680839,0.125000,-2.428274
ctrl,poetry_abbasi,-2.851378,0.043011,-2.861779
ctrl,poetry_abbasi,-2.800049,0.056180,-2.779395
ctrl,poetry_abbasi,-3.072009,0.068966,-2.870885
ctrl,poetry_abbasi,-2.495974,0.107143,-2.404388
ctrl,poetry_abbasi,-2.724033,0.089744,-2.598626
ctrl,poetry_abbasi,-2.729847,0.055556,-2.744595
ctrl,poetry_abbasi,-2.898501,0.127273,-2.534763
ctrl,poetry_abbasi,-2.577591,0.000000,-2.895625
ctrl,poetry_abbasi,-3.204822,0.062500,-2.968677
ctrl,poetry_abbasi,-3.097628,0.115385,-2.690554
ctrl,poetry_abbasi,-3.574154,0.000000,-3.426670
ctrl,poetry_abbasi,-2.440016,0.050847,-2.609825
ctrl,poetry_abbasi,-2.294819,0.071429,-2.446446
ctrl,poetry_abbasi,-2.279424,0.140625,-2.149073
ctrl,poetry_abbasi,-2.369413,0.000000,-2.784692
ctrl,poetry_abbasi,-2.552823,0.294118,-1.653322
ctrl,poetry_abbasi,-2.786819,0.142857,-2.410124
ctrl,poetry_abbasi,-3.494466,0.050000,-3.175258
ctrl,poetry_abbasi,-2.638934,0.058824,-2.682492
ctrl,poetry_abbasi,-2.959694,0.090909,-2.719334
ctrl,poetry_abbasi,-3.062526,0.085106,-2.798380
ctrl,poetry_abbasi,-2.538355,0.070588,-2.579732
ctrl,poetry_abbasi,-2.036878,0.038462,-2.446763
ctrl,poetry_abbasi,-2.671685,0.071429,-2.647269
ctrl,poetry_abbasi,-2.272453,0.163636,-2.049195
ctrl,poetry_abbasi,-1.716900,0.157895,-1.777148
ctrl,poetry_abbasi,-3.473966,0.121951,-2.863653
ctrl,poetry_abbasi,-2.449167,0.111111,-2.362863
ctrl,poetry_abbasi,-2.541358,0.090909,-2.496412
ctrl,poetry_abbasi,-1.996311,0.093750,-2.194097
ctrl,poetry_abbasi,-2.698826,0.108108,-2.508449
ctrl,poetry_abbasi,-3.091427,0.000000,-3.169436
ctrl,poetry_abbasi,-2.747306,0.200000,-2.150271
ctrl,poetry_abbasi,-3.023680,0.136364,-2.563478
ctrl,poetry_abbasi,-2.130654,0.157895,-1.997628
ctrl,poetry_abbasi,-2.629944,0.125000,-2.401153
ctrl,poetry_abbasi,-2.613921,0.137500,-2.340378
ctrl,poetry_abbasi,-2.073309,0.229885,-1.666226
ctrl,poetry_abbasi,-2.687843,0.071429,-2.655879
ctrl,poetry_abbasi,-2.469561,0.076923,-2.516600
ctrl,poetry_abbasi,-2.620026,0.093750,-2.526460
ctrl,poetry_abbasi,-3.419050,0.048780,-3.140167
ctrl,poetry_abbasi,-2.154915,0.119403,-2.171411
ctrl,poetry_abbasi,-3.401298,0.074074,-3.025007
ctrl,poetry_abbasi,-2.622948,0.043478,-2.738101
ctrl,poetry_abbasi,-2.516150,0.055556,-2.630720
ctrl,poetry_abbasi,-2.597316,0.050000,-2.697188
ctrl,poetry_abbasi,-3.002330,0.166667,-2.425466
ctrl,poetry_abbasi,-3.358928,0.073171,-3.006204
ctrl,poetry_abbasi,-2.807709,0.062500,-2.757065
ctrl,poetry_abbasi,-2.156416,0.118644,-2.175382
ctrl,poetry_abbasi,-2.681158,0.054054,-2.724924
ctrl,poetry_abbasi,-3.030883,0.162162,-2.459505
ctrl,poetry_abbasi,-2.480393,0.105263,-2.403940
ctrl,poetry_abbasi,-2.858463,0.076923,-2.723837
ctrl,poetry_abbasi,-2.466338,0.150943,-2.205555
ctrl,poetry_abbasi,-2.529342,0.115385,-2.387727
ctrl,poetry_abbasi,-2.819486,0.000000,-3.024525
ctrl,poetry_abbasi,-2.805480,0.100000,-2.599166
ctrl,poetry_abbasi,-2.463703,0.142857,-2.237943
ctrl,poetry_abbasi,-3.109995,0.013889,-3.121290
ctrl,poetry_abbasi,-2.673891,0.095238,-2.548945
ctrl,poetry_abbasi,-3.209993,0.166667,-2.536125
ctrl,poetry_abbasi,-2.556382,0.000000,-2.884323
ctrl,poetry_abbasi,-2.583929,0.121212,-2.392462
ctrl,poetry_abbasi,-2.322182,0.062500,-2.498339
ctrl,poetry_abbasi,-2.783016,0.147059,-2.390539
ctrl,poetry_abbasi,-3.159333,0.178571,-2.459380
ctrl,poetry_abbasi,-2.263404,0.176471,-1.990739
ctrl,poetry_abbasi,-2.328744,0.176471,-2.025557
ctrl,poetry_abbasi,-2.473053,0.078431,-2.512158
ctrl,poetry_abbasi,-2.319041,0.078947,-2.427932
ctrl,poetry_abbasi,-2.352592,0.105263,-2.335838
ctrl,poetry_abbasi,-2.729857,0.133333,-2.419570
ctrl,poetry_abbasi,-3.264114,0.064516,-2.991847
ctrl,poetry_abbasi,-2.774652,0.062500,-2.739450
ctrl,poetry_abbasi,-2.708302,0.128205,-2.429514
ctrl,poetry_abbasi,-2.747174,0.030303,-2.859357
ctrl,poetry_abbasi,-2.708302,0.128205,-2.429514
ctrl,poetry_abbasi,-3.493528,0.069444,-3.093501
ctrl,poetry_abbasi,-2.320819,0.052632,-2.538852
ctrl,poetry_abbasi,-2.763933,0.125000,-2.472553
ctrl,poetry_abbasi,-2.714719,0.066667,-2.690100
ctrl,poetry_abbasi,-2.833070,0.145833,-2.422332
ctrl,poetry_abbasi,-2.833070,0.145833,-2.422332
ctrl,poetry_abbasi,-2.722609,0.166667,-2.276409
ctrl,poetry_abbasi,-2.808955,0.062500,-2.757728
ctrl,poetry_abbasi,-2.851832,0.098039,-2.632060
ctrl,poetry_abbasi,-2.942609,0.166667,-2.393642
ctrl,poetry_abbasi,-2.925565,0.086957,-2.717665
ctrl,poetry_abbasi,-2.962269,0.040000,-2.933453
ctrl,poetry_abbasi,-1.941792,0.200000,-1.721031
ctrl,poetry_abbasi,-3.308271,0.058824,-3.039166
ctrl,poetry_abbasi,-2.460694,0.053571,-2.609460
ctrl,poetry_abbasi,-2.993687,0.111111,-2.653025
ctrl,poetry_abbasi,-3.360243,0.111111,-2.848354
ctrl,poetry_abbasi,-2.562123,0.173913,-2.160607
ctrl,poetry_abbasi,-2.912651,0.033333,-2.934872
ctrl,poetry_abbasi,-2.053622,0.034483,-2.472312
ctrl,poetry_abbasi,-2.693963,0.098592,-2.545627
ctrl,poetry_abbasi,-2.898439,0.105263,-2.626707
ctrl,poetry_abbasi,-2.557600,0.068493,-2.598742
ctrl,poetry_abbasi,-2.459081,0.135593,-2.265835
ctrl,poetry_abbasi,-2.212459,0.178571,-1.954813
ctrl,poetry_abbasi,-2.875263,0.081081,-2.715413
ctrl,poetry_abbasi,-2.567653,0.060606,-2.637059
ctrl,poetry_abbasi,-3.089866,0.100000,-2.750709
