source,family,T,EL,L
ctrl,poetry_abbasi,-2.801764,0.069767,-2.723527
ctrl,poetry_abbasi,-2.984953,0.114286,-2.635104
ctrl,poetry_abbasi,-2.903529,0.066667,-2.790713
ctrl,poetry_abbasi,-2.328610,0.092105,-2.378045
ctrl,poetry_abbasi,-3.068983,0.105263,-2.717586
ctrl,poetry_abbasi,-2.492289,0.142857,-2.253176
ctrl,poetry_abbasi,-2.612119,0.083333,-2.565778
ctrl,poetry_abbasi,-3.348438,0.045455,-3.116439
ctrl,poetry_abbasi,-3.105856,0.031250,-3.046533
ctrl,poetry_abbasi,-2.401866,0.071429,-2.503488
ctrl,poetry_abbasi,-2.674459,0.036364,-2.795281
ctrl,poetry_abbasi,-2.932956,0.037037,-2.930215
ctrl,poetry_abbasi,-3.117314,0.050000,-2.974283
ctrl,poetry_abbasi,-2.807199,0.078431,-2.690216
ctrl,poetry_abbasi,-1.993730,0.173913,-1.857724
ctrl,poetry_abbasi,-3.118847,0.096774,-2.779633
ctrl,poetry_abbasi,-2.274039,0.142857,-2.136876
ctrl,poetry_abbasi,-2.920005,0.111111,-2.613761
ctrl,poetry_abbasi,-2.427245,0.095238,-2.417513
ctrl,poetry_abbasi,-2.705313,0.000000,-2.963685
ctrl,poetry_abbasi,-3.626966,0.016667,-3.385163
ctrl,poetry_abbasi,-2.090705,0.125000,-2.113805
ctrl,poetry_abbasi,-2.846773,0.088235,-2.670334
ctrl,poetry_abbasi,-2.546446,0.084746,-2.524880
ctrl,poetry_abbasi,-3.017353,0.047619,-2.930966
ctrl,poetry_abbasi,-3.347119,0.068966,-3.017485
ctrl,poetry_abbasi,-2.753414,0.136364,-2.419459
ctrl,poetry_abbasi,-2.025287,0.142857,-2.004321
ctrl,poetry_abbasi,-2.966071,0.080000,-2.768321
ctrl,poetry_abbasi,-1.481495,0.200000,-1.475750
ctrl,poetry_abbasi,-2.564459,0.093750,-2.496850
ctrl,poetry_abbasi,-3.084185,0.111111,-2.701249
ctrl,poetry_abbasi,-2.294819,0.071429,-2.446446
ctrl,poetry_abbasi,-2.504349,0.058824,-2.610775
ctrl,poetry_abbasi,-2.610973,0.047619,-2.714416
ctrl,poetry_abbasi,-1.146689,0.333333,-0.740145
ctrl,poetry_abbasi,-2.883018,0.075269,-2.743835
ctrl,poetry_abbasi,-1.719713,0.126761,-1.908755
ctrl,poetry_abbasi,-2.364206,0.059701,-2.532427
ctrl,poetry_abbasi,-2.182638,0.102941,-2.254977
ctrl,poetry_abbasi,-2.556501,0.028169,-2.766669
ctrl,poetry_abbasi,-2.768446,0.123288,-2.482113
ctrl,poetry_abbasi,-2.467948,0.074627,-2.525336
ctrl,poetry_abbasi,-2.599852,0.047059,-2.710830
ctrl,poetry_abbasi,-2.367863,0.152174,-2.147938
ctrl,poetry_abbasi,-2.029255,0.187500,-1.819875
ctrl,poetry_abbasi,-2.886713,0.058824,-2.814528
ctrl,poetry_abbasi,-2.520124,0.052632,-2.645057
ctrl,poetry_abbasi,-2.145333,0.071429,-2.366788
ctrl,poetry_abbasi,-2.025292,0.068966,-2.313114
ctrl,poetry_abbasi,-2.675737,0.035714,-2.798676
ctrl,poetry_abbasi,-2.139940,0.185185,-1.888530
ctrl,poetry_abbasi,-2.158994,0.142857,-2.075571
ctrl,poetry_abbasi,-2.701567,0.030303,-2.835054
ctrl,poetry_abbasi,-2.155900,0.324324,-1.315579
ctrl,poetry_abbasi,-2.092839,0.076923,-2.315854
ctrl,poetry_abbasi,-2.494810,0.115385,-2.369326
ctrl,poetry_abbasi,-2.718721,0.000000,-2.970830
ctrl,poetry_abbasi,-2.268795,0.000000,-2.731075
ctrl,poetry_abbasi,-2.055734,0.055556,-2.385375
ctrl,poetry_abbasi,-2.288485,0.171429,-2.025175
ctrl,poetry_abbasi,-1.849127,0.153846,-1.864527
ctrl,poetry_abbasi,-2.727432,0.071429,-2.676975
ctrl,poetry_abbasi,-2.270657,0.136364,-2.162209
ctrl,poetry_abbasi,-3.260828,0.055556,-3.027542
ctrl,poetry_abbasi,-2.545501,0.142857,-2.281531
ctrl,poetry_abbasi,-2.712347,0.088235,-2.598702
ctrl,poetry_abbasi,-2.551188,0.073171,-2.575778
ctrl,poetry_abbasi,-1.715683,0.230769,-1.471960
ctrl,poetry_abbasi,-3.375000,0.066667,-3.041949
ctrl,poetry_abbasi,-2.664171,0.142857,-2.344768
ctrl,poetry_abbasi,-3.093239,0.027778,-3.054320
ctrl,poetry_abbasi,-1.998340,0.181818,-1.827145
ctrl,poetry_abbasi,-1.875783,0.125000,-1.999279
ctrl,poetry_abbasi,-2.876759,0.000000,-3.055044
ctrl,poetry_abbasi,-2.766245,0.050000,-2.787206
ctrl,poetry_abbasi,-2.287861,0.111111,-2.276906
ctrl,poetry_abbasi,-2.076202,0.080000,-2.294130
ctrl,poetry_abbasi,-2.788128,0.172414,-2.287306
ctrl,poetry_abbasi,-2.182800,0.111111,-2.220921
ctrl,poetry_abbasi,-3.219528,0.062500,-2.976514
ctrl,poetry_abbasi,-1.927174,0.125000,-2.026664
ctrl,poetry_abbasi,-2.307447,0.058824,-2.505851
ctrl,poetry_abbasi,-2.185459,0.095238,-2.288671
ctrl,poetry_abbasi,-2.036671,0.115385,-2.125194
ctrl,poetry_abbasi,-2.859401,0.173077,-2.322514
ctrl,poetry_abbasi,-2.744126,0.068966,-2.696164
ctrl,poetry_abbasi,-2.651806,0.083333,-2.586926
ctrl,poetry_abbasi,-2.538856,0.101266,-2.451799
ctrl,poetry_abbasi,-3.024836,0.136986,-2.561492
ctrl,poetry_abbasi,-2.555119,0.101010,-2.461533
ctrl,poetry_abbasi,-2.565760,0.170213,-2.178009
ctrl,poetry_abbasi,-2.395271,0.104167,-2.363163
ctrl,poetry_abbasi,-2.995090,0.054054,-2.892211
ctrl,poetry_abbasi,-2.356547,0.056818,-2.540395
ctrl,poetry_abbasi,-2.647570,0.150000,-2.306072
ctrl,poetry_abbasi,-2.488568,0.091837,-2.464405
ctrl,poetry_abbasi,-2.473370,0.073171,-2.534311
ctrl,poetry_abbasi,-2.186893,0.173913,-1.960656
ctrl,poetry_abbasi,-2.698559,0.103448,-2.527780
ctrl,poetry_abbasi,-2.724797,0.086207,-2.613813
ctrl,poetry_abbasi,-2.160820,0.064516,-2.403927
ctrl,poetry_abbasi,-0.959713,0.240000,-1.030546
ctrl,poetry_abbasi,-2.567748,0.081633,-2.549240
ctrl,poetry_abbasi,-3.104597,0.027778,-3.060372
ctrl,poetry_abbasi,-2.773103,0.085106,-2.644153
ctrl,poetry_abbasi,-2.840143,0.187500,-2.251979
ctrl,poetry_abbasi,-2.358823,0.125000,-2.256679
ctrl,poetry_abbasi,-2.104741,0.142857,-2.046661
ctrl,poetry_abbasi,-2.479161,0.070588,-2.548189
ctrl,poetry_abbasi,-2.531261,0.073529,-2.563661
ctrl,poetry_abbasi,-2.100615,0.132653,-2.087104
ctrl,poetry_abbasi,-1.958668,0.103093,-2.134995
ctrl,poetry_abbasi,-2.480632,0.106383,-2.399388
ctrl,poetry_abbasi,-2.572509,0.081081,-2.554083
ctrl,poetry_abbasi,-2.725392,0.072165,-2.672811
ctrl,poetry_abbasi,-2.636803,0.095890,-2.526456
ctrl,poetry_abbasi,-2.863807,0.101449,-2.624191
ctrl,poetry_abbasi,-3.099246,0.064516,-2.903993
ctrl,poetry_abbasi,-2.610079,0.098039,-2.503236
ctrl,poetry_abbasi,-2.424111,0.060000,-2.563102
ctrl,poetry_abbasi,-2.645185,0.033333,-2.792346
ctrl,poetry_abbasi,-3.071077,0.084507,-2.805441
ctrl,poetry_abbasi,-2.704747,0.128571,-2.426089
ctrl,poetry_abbasi,-2.079627,0.080000,-2.295955
ctrl,poetry_abbasi,-2.566361,0.164835,-2.200802
ctrl,poetry_abbasi,-2.373475,0.066667,-2.508259
ctrl,poetry_abbasi,-2.373329,0.098361,-2.375734
ctrl,poetry_abbasi,-2.625642,0.131579,-2.371368
ctrl,poetry_abbasi,-2.813308,0.075949,-2.703844
ctrl,poetry_abbasi,-2.061817,0.107143,-2.173036
ctrl,poetry_abbasi,-2.870075,0.080645,-2.714470
ctrl,poetry_abbasi,-2.199135,0.177778,-1.951029
ctrl,poetry_abbasi,-2.763020,0.100000,-2.576540
ctrl,poetry_abbasi,-2.398222,0.038961,-2.637227
ctrl,poetry_abbasi,-2.860268,0.120000,-2.544782
ctrl,poetry_abbasi,-2.320153,0.074627,-2.446580
ctrl,poetry_abbasi,-2.627712,0.150000,-2.295490
ctrl,poetry_abbasi,-2.484018,0.052632,-2.625817
ctrl,poetry_abbasi,-2.745859,0.131579,-2.435429
ctrl,poetry_abbasi,-3.138509,0.000000,-3.194525
ctrl,poetry_abbasi,-3.079513,0.058824,-2.917266
ctrl,poetry_abbasi,-2.675030,0.111111,-2.483220
ctrl,poetry_abbasi,-2.696343,0.038462,-2.798176
ctrl,poetry_abbasi,-2.897306,0.066667,-2.787396
ctrl,poetry_abbasi,-2.216667,0.066667,-2.424700
ctrl,poetry_abbasi,-2.484780,0.032258,-2.711363
ctrl,poetry_abbasi,-2.446905,0.000000,-2.825986
ctrl,poetry_abbasi,-1.839801,0.312500,-1.196551
ctrl,poetry_abbasi,-2.954237,0.120000,-2.594856
ctrl,poetry_abbasi,-2.890964,0.030769,-2.934031
ctrl,poetry_abbasi,-2.555271,0.088235,-2.515000
ctrl,poetry_abbasi,-1.771664,0.230769,-1.501791
ctrl,poetry_abbasi,-2.244289,0.068966,-2.429812
ctrl,poetry_abbasi,-2.983333,0.066667,-2.833239
ctrl,poetry_abbasi,-1.754203,0.315789,-1.137191
ctrl,poetry_abbasi,-2.423163,0.166667,-2.116841
ctrl,poetry_abbasi,-2.786442,0.062500,-2.745732
ctrl,poetry_abbasi,-2.663629,0.040816,-2.770903
ctrl,poetry_abbasi,-2.579320,0.105263,-2.456656
ctrl,poetry_abbasi,-3.214360,0.133333,-2.677750
ctrl,poetry_abbasi,-3.011529,0.066667,-2.848263
ctrl,poetry_abbasi,-2.888900,0.130435,-2.516433
ctrl,poetry_abbasi,-2.054526,0.136364,-2.047038
ctrl,poetry_abbasi,-2.840739,0.000000,-3.035851
ctrl,poetry_abbasi,-2.917645,0.069444,-2.786627
ctrl,poetry_abbasi,-2.574674,0.128205,-2.358307
ctrl,poetry_abbasi,-2.702203,0.135135,-2.397304
ctrl,poetry_abbasi,-3.135814,0.000000,-3.193089
ctrl,poetry_abbasi,-2.796026,0.048780,-2.808172
ctrl,poetry_abbasi,-2.720459,0.117647,-2.480114
ctrl,poetry_abbasi,-1.356802,0.400000,-0.573513
ctrl,poetry_abbasi,-2.485033,0.157895,-2.186468
ctrl,poetry_abbasi,-2.613939,0.057143,-2.676197
ctrl,poetry_abbasi,-2.513996,0.000000,-2.861737
ctrl,poetry_abbasi,-2.833555,0.060606,-2.778752
ctrl,poetry_abbasi,-2.716199,0.021739,-2.878639
ctrl,poetry_abbasi,-2.873085,0.058824,-2.807266
ctrl,poetry_abbasi,-3.172117,0.080645,-2.875422
ctrl,poetry_abbasi,-2.266604,0.214286,-1.834417
ctrl,poetry_abbasi,-2.775445,0.095238,-2.603061
ctrl,poetry_abbasi,-2.664588,0.066667,-2.663386
ctrl,poetry_abbasi,-2.639803,0.085714,-2.570580
ctrl,poetry_abbasi,-1.763035,0.058824,-2.215746
ctrl,poetry_abbasi,-2.596160,0.166667,-2.209028
ctrl,poetry_abbasi,-3.221097,0.055556,-3.006370
ctrl,poetry_abbasi,-3.273034,0.083333,-2.917964
ctrl,poetry_abbasi,-2.496165,0.062500,-2.591050
ctrl,poetry_abbasi,-2.583992,0.160714,-2.227418
ctrl,poetry_abbasi,-2.815700,0.000000,-3.022508
ctrl,poetry_abbasi,-2.679085,0.117647,-2.458067
ctrl,poetry_abbasi,-2.707406,0.000000,-2.964800
ctrl,poetry_abbasi,-2.892280,0.057692,-2.822222
ctrl,poetry_abbasi,-2.652777,0.062500,-2.674505
ctrl,poetry_abbasi,-2.151794,0.125000,-2.146358
ctrl,poetry_abbasi,-3.070510,0.000000,-3.158290
ctrl,poetry_abbasi,-2.086337,0.000000,-2.633847
ctrl,poetry_abbasi,-2.097094,0.058824,-2.393758
ctrl,poetry_abbasi,-2.754421,0.062500,-2.728669
ctrl,poetry_abbasi,-2.038370,0.106383,-2.163717
ctrl,poetry_abbasi,-2.857405,0.085106,-2.689076
ctrl,poetry_abbasi,-1.928664,0.269231,-1.424723
ctrl,poetry_abbasi,-3.418017,0.125000,-2.821099
ctrl,poetry_abbasi,-1.886527,0.133333,-1.970179
ctrl,poetry_abbasi,-2.210093,0.068966,-2.411590
ctrl,poetry_abbasi,-2.551678,0.042553,-2.703989
ctrl,poetry_abbasi,-2.935844,0.151515,-2.453355
ctrl,poetry_abbasi,-2.255248,0.040000,-2.556697
ctrl,poetry_abbasi,-2.569252,0.105263,-2.451291
ctrl,poetry_abbasi,-2.438516,0.100000,-2.403620
ctrl,poetry_abbasi,-2.940145,0.088889,-2.717359
ctrl,poetry_abbasi,-3.141371,0.133333,-2.638856
ctrl,poetry_abbasi,-2.660085,0.137931,-2.363177
ctrl,poetry_abbasi,-2.397099,0.095238,-2.401449
ctrl,poetry_abbasi,-2.283202,0.076923,-2.417294
ctrl,poetry_abbasi,-2.453788,0.100000,-2.411757
ctrl,poetry_abbasi,-2.502156,0.113208,-2.382338
ctrl,poetry_abbasi,-3.195440,0.076923,-2.903404
ctrl,poetry_abbasi,-2.408931,0.153846,-2.162834
ctrl,poetry_abbasi,-1.993804,0.178571,-1.838296
ctrl,poetry_abbasi,-2.729978,0.076923,-2.655370
ctrl,poetry_abbasi,-2.841667,0.000000,-3.036345
ctrl,poetry_abbasi,-2.944655,0.000000,-3.091225
ctrl,poetry_abbasi,-2.074986,0.080000,-2.293482
ctrl,poetry_abbasi,-2.867946,0.061224,-2.794494
ctrl,poetry_abbasi,-2.558430,0.047619,-2.686417
ctrl,poetry_abbasi,-2.831288,0.018868,-2.951966
ctrl,poetry_abbasi,-2.780374,0.142857,-2.406690
ctrl,poetry_abbasi,-2.394612,0.177778,-2.055194
ctrl,poetry_abbasi,-2.191780,0.125000,-2.167666
ctrl,poetry_abbasi,-2.499397,0.066667,-2.575360
ctrl,poetry_abbasi,-2.138968,0.117647,-2.170251
ctrl,poetry_abbasi,-1.004274,0.333333,-0.664256
ctrl,poetry_abbasi,-3.111527,0.083333,-2.831901
ctrl,poetry_abbasi,-2.495297,0.051282,-2.637467
ctrl,poetry_abbasi,-3.035746,0.088889,-2.768302
ctrl,poetry_abbasi,-2.700598,0.089286,-2.588051
ctrl,poetry_abbasi,-2.575154,0.117647,-2.402684
ctrl,poetry_abbasi,-2.711976,0.069767,-2.675680
ctrl,poetry_abbasi,-2.666604,0.071429,-2.644561
ctrl,poetry_abbasi,-2.571725,0.045455,-2.702547
ctrl,poetry_abbasi,-2.561968,0.064103,-2.619418
ctrl,poetry_abbasi,-2.637964,0.044944,-2.739978
ctrl,poetry_abbasi,-2.825387,0.052632,-2.807724
ctrl,poetry_abbasi,-2.809804,0.117647,-2.527724
ctrl,poetry_abbasi,-2.609475,0.064516,-2.643005
ctrl,poetry_abbasi,-2.453934,0.142857,-2.232738
ctrl,poetry_abbasi,-2.399143,0.120000,-2.299059
ctrl,poetry_abbasi,-2.399143,0.120000,-2.299059
ctrl,poetry_abbasi,-3.011315,0.147541,-2.510179
ctrl,poetry_abbasi,-2.536865,0.142857,-2.276930
ctrl,poetry_abbasi,-3.230700,0.000000,-3.243652
ctrl,poetry_abbasi,-2.467941,0.200000,-2.001404
ctrl,poetry_abbasi,-3.167256,0.000000,-3.209843
ctrl,poetry_abbasi,-1.891750,0.350000,-1.067522
ctrl,poetry_abbasi,-3.051131,0.071429,-2.849466
ctrl,poetry_abbasi,-3.014781,0.062500,-2.867409
ctrl,poetry_abbasi,-2.147606,0.111111,-2.202168
ctrl,poetry_abbasi,-2.327966,0.100000,-2.344710
ctrl,poetry_abbasi,-2.777245,0.166667,-2.305523
ctrl,poetry_abbasi,-3.053444,0.000000,-3.149196
ctrl,poetry_abbasi,-3.237966,0.037037,-3.092747
ctrl,poetry_abbasi,-2.949827,0.125000,-2.571612
ctrl,poetry_abbasi,-2.900589,0.071429,-2.769246
ctrl,poetry_abbasi,-2.861762,0.042553,-2.869225
ctrl,poetry_abbasi,-2.848288,0.117647,-2.548231
ctrl,poetry_abbasi,-2.633500,0.042857,-2.746319
ctrl,poetry_abbasi,-2.953743,0.062500,-2.834883
ctrl,poetry_abbasi,-2.904447,0.081081,-2.730964
ctrl,poetry_abbasi,-1.673435,0.200000,-1.578030
ctrl,poetry_abbasi,-2.166498,0.072165,-2.374989
ctrl,poetry_abbasi,-2.644040,0.079545,-2.598617
ctrl,poetry_abbasi,-2.118117,0.045455,-2.460830
ctrl,poetry_abbasi,-2.458936,0.040000,-2.665238
ctrl,poetry_abbasi,-2.562054,0.000000,-2.887345
ctrl,poetry_abbasi,-3.311698,0.043478,-3.105120
ctrl,poetry_abbasi,-2.256159,0.160000,-2.055709
ctrl,poetry_abbasi,-1.992710,0.058824,-2.338135
ctrl,poetry_abbasi,-2.730075,0.093333,-2.586844
ctrl,poetry_abbasi,-2.187521,0.214286,-1.792275
ctrl,poetry_abbasi,-2.631735,0.029851,-2.799732
ctrl,poetry_abbasi,-2.477112,0.125000,-2.319713
ctrl,poetry_abbasi,-2.760512,0.122807,-2.479894
ctrl,poetry_abbasi,-2.163891,0.100000,-2.257278
ctrl,poetry_abbasi,-1.990352,0.000000,-2.582699
ctrl,poetry_abbasi,-2.470854,0.055556,-2.606583
ctrl,poetry_abbasi,-2.650863,0.117647,-2.443028
ctrl,poetry_abbasi,-2.931505,0.112245,-2.615151
ctrl,poetry_abbasi,-2.716930,0.142857,-2.372882
ctrl,poetry_abbasi,-2.371311,0.066667,-2.507106
ctrl,poetry_abbasi,-2.857290,0.058824,-2.798849
ctrl,poetry_abbasi,-1.670642,0.052632,-2.192388
ctrl,poetry_abbasi,-2.782619,0.071429,-2.706383
ctrl,poetry_abbasi,-2.874197,0.121951,-2.544050
ctrl,poetry_abbasi,-2.623238,0.078947,-2.590032
ctrl,poetry_abbasi,-2.271791,0.242424,-1.719591
ctrl,poetry_abbasi,-2.859803,0.142857,-2.449015
ctrl,poetry_abbasi,-3.116875,0.062500,-2.921812
ctrl,poetry_abbasi,-1.728745,0.357143,-0.950811
ctrl,poetry_abbasi,-3.033922,0.000000,-3.138793
ctrl,poetry_abbasi,-2.802333,0.031250,-2.884792
ctrl,poetry_abbasi,-3.266219,0.040000,-3.095420
ctrl,poetry_abbasi,-2.786738,0.166667,-2.310582
ctrl,poetry_abbasi,-2.513972,0.133333,-2.304530
ctrl,poetry_abbasi,-2.687096,0.150000,-2.327135
ctrl,poetry_abbasi,-2.734095,0.058824,-2.733201
ctrl,poetry_abbasi,-1.618786,0.384615,-0.777410
ctrl,poetry_abbasi,-2.224936,0.096774,-2.303288
ctrl,poetry_abbasi,-2.687456,0.161290,-2.280144
ctrl,poetry_abbasi,-2.311502,0.090909,-2.373927
ctrl,poetry_abbasi,-2.757868,0.105263,-2.551800
ctrl,poetry_abbasi,-3.238174,0.034483,-3.103532
ctrl,poetry_abbasi,-2.397306,0.200000,-1.963764
ctrl,poetry_abbasi,-2.923231,0.142857,-2.482815
ctrl,poetry_abbasi,-1.539200,0.071429,-2.043794
ctrl,poetry_abbasi,-2.674613,0.085714,-2.589129
ctrl,poetry_abbasi,-2.553919,0.150000,-2.256167
ctrl,poetry_abbasi,-2.898340,0.086957,-2.703157
ctrl,poetry_abbasi,-2.314419,0.117647,-2.263745
ctrl,poetry_abbasi,-2.482379,0.105263,-2.404999
ctrl,poetry_abbasi,-2.780374,0.142857,-2.406690
ctrl,poetry_abbasi,-2.671390,0.111111,-2.481280
ctrl,poetry_abbasi,-2.466905,0.250000,-1.791904
ctrl,poetry_abbasi,-2.951089,0.166667,-2.398161
ctrl,poetry_abbasi,-3.233344,0.160000,-2.576427
ctrl,poetry_abbasi,-3.066206,0.117647,-2.664354
ctrl,poetry_abbasi,-2.107731,0.066667,-2.366650
ctrl,poetry_abbasi,-3.437751,0.035714,-3.204736
ctrl,poetry_abbasi,-2.893194,0.105263,-2.623913
ctrl,poetry_abbasi,-2.035352,0.076923,-2.285220
ctrl,poetry_abbasi,-2.449521,0.125000,-2.305010
ctrl,poetry_abbasi,-2.587405,0.000000,-2.900854
ctrl,poetry_abbasi,-2.217486,0.142857,-2.106740
ctrl,poetry_abbasi,-2.897896,0.166667,-2.369816
ctrl,poetry_abbasi,-1.901139,0.173913,-1.808384
ctrl,poetry_abbasi,-3.066245,0.000000,-3.156017
ctrl,poetry_abbasi,-3.047041,0.000000,-3.145784
ctrl,poetry_abbasi,-1.818724,0.125000,-1.968873
ctrl,poetry_abbasi,-2.876510,0.117647,-2.563270
ctrl,poetry_abbasi,-2.851674,0.055556,-2.809513
ctrl,poetry_abbasi,-2.819486,0.000000,-3.024525
ctrl,poetry_abbasi,-1.595726,0.066667,-2.093815
ctrl,poetry_abbasi,-2.485202,0.115385,-2.364206
ctrl,poetry_abbasi,-2.114428,0.187500,-1.865262
ctrl,poetry_abbasi,-2.571230,0.041667,-2.718112
ctrl,poetry_abbasi,-3.009643,0.047619,-2.926857
ctrl,poetry_abbasi,-2.191715,0.058824,-2.444179
ctrl,poetry_abbasi,-2.656544,0.060606,-2.684427
ctrl,poetry_abbasi,-2.848625,0.111111,-2.575724
ctrl,poetry_abbasi,-1.986285,0.187500,-1.796978
ctrl,poetry_abbasi,-2.570417,0.106667,-2.446047
ctrl,poetry_abbasi,-2.452394,0.027027,-2.715965
ctrl,poetry_abbasi,-3.047041,0.071429,-2.847287
ctrl,poetry_abbasi,-2.693835,0.000000,-2.957568
ctrl,poetry_abbasi,-2.564829,0.062500,-2.627640
ctrl,poetry_abbasi,-2.583597,0.000000,-2.898825
ctrl,poetry_abbasi,-2.372747,0.075472,-2.471075
ctrl,poetry_abbasi,-2.433239,0.222222,-1.890047
ctrl,poetry_abbasi,-2.679014,0.100000,-2.531775
ctrl,poetry_abbasi,-2.851544,0.000000,-3.041608
ctrl,poetry_abbasi,-2.738533,0.064516,-2.711777
ctrl,poetry_abbasi,-2.996473,0.066667,-2.840240
ctrl,poetry_abbasi,-2.155211,0.127273,-2.138681
ctrl,poetry_abbasi,-2.509967,0.172414,-2.139080
ctrl,poetry_abbasi,-2.817880,0.048780,-2.819818
ctrl,poetry_abbasi,-2.246186,0.090909,-2.339122
ctrl,poetry_abbasi,-2.200775,0.058824,-2.449008
ctrl,poetry_abbasi,-2.080648,0.228571,-1.675626
ctrl,poetry_abbasi,-2.429739,0.023256,-2.719653
ctrl,poetry_abbasi,-1.710806,0.162162,-1.756067
ctrl,poetry_abbasi,-2.872906,0.214286,-2.157501
ctrl,poetry_abbasi,-2.928659,0.108696,-2.628467
ctrl,poetry_abbasi,-2.466667,0.266667,-1.722128
ctrl,poetry_abbasi,-2.910712,0.148936,-2.450740
ctrl,poetry_abbasi,-3.149903,0.067797,-2.917278
ctrl,poetry_abbasi,-1.916078,0.166667,-1.846627
ctrl,poetry_abbasi,-1.999937,0.071429,-2.289310
ctrl,poetry_abbasi,-2.217077,0.190476,-1.907524
ctrl,poetry_abbasi,-2.664201,0.074074,-2.632225
ctrl,poetry_abbasi,-2.292662,0.117647,-2.252151
ctrl,poetry_abbasi,-2.430481,0.000000,-2.817233
ctrl,poetry_abbasi,-2.931324,0.101010,-2.662004
ctrl,poetry_abbasi,-2.322995,0.098039,-2.350255
ctrl,poetry_abbasi,-3.034936,0.075000,-2.825912
ctrl,poetry_abbasi,-2.841667,0.133333,-2.479151
ctrl,poetry_abbasi,-2.731986,0.065789,-2.702967
ctrl,poetry_abbasi,-2.394395,0.062500,-2.536819
ctrl,poetry_abbasi,-2.091724,0.200000,-1.800927
ctrl,poetry_abbasi,-2.955913,0.000000,-3.097224
ctrl,poetry_abbasi,-2.633624,0.086957,-2.562096
ctrl,poetry_abbasi,-2.971980,0.000000,-3.105786
ctrl,poetry_abbasi,-2.318101,0.034483,-2.613247
ctrl,poetry_abbasi,-3.092442,0.111111,-2.705649
ctrl,poetry_abbasi,-2.474106,0.187500,-2.056926
ctrl,poetry_abbasi,-3.108695,0.000000,-3.178638
ctrl,poetry_abbasi,-2.142086,0.083333,-2.315308
ctrl,poetry_abbasi,-1.706877,0.071429,-2.133145
ctrl,poetry_abbasi,-3.017899,0.187500,-2.346701
ctrl,poetry_abbasi,-3.232324,0.033333,-3.105218
ctrl,poetry_abbasi,-2.458333,0.066667,-2.553478
ctrl,poetry_abbasi,-3.263933,0.062500,-3.000176
ctrl,poetry_abbasi,-2.404934,0.058824,-2.557799
ctrl,poetry_abbasi,-2.310555,0.066667,-2.474731
ctrl,poetry_abbasi,-3.212175,0.000000,-3.233780
ctrl,poetry_abbasi,-2.632051,0.081081,-2.585811
ctrl,poetry_abbasi,-2.622306,0.266667,-1.805064
ctrl,poetry_abbasi,-2.483735,0.037037,-2.690835
ctrl,poetry_abbasi,-2.523747,0.142857,-2.269939
ctrl,poetry_abbasi,-2.046189,0.294118,-1.383349
ctrl,poetry_abbasi,-2.311001,0.071429,-2.455068
ctrl,poetry_abbasi,-2.316930,0.000000,-2.756725
ctrl,poetry_abbasi,-2.600804,0.135135,-2.343271
ctrl,poetry_abbasi,-2.027496,0.250000,-1.557753
ctrl,poetry_abbasi,-2.369529,0.111111,-2.320425
ctrl,poetry_abbasi,-2.759456,0.161290,-2.318512
ctrl,poetry_abbasi,-2.485822,0.048780,-2.642872
ctrl,poetry_abbasi,-2.258079,0.037037,-2.570588
ctrl,poetry_abbasi,-2.738307,0.235294,-1.997983
ctrl,poetry_abbasi,-1.919637,0.000000,-2.545016
ctrl,poetry_abbasi,-2.083634,0.107143,-2.184662
ctrl,poetry_abbasi,-2.130920,0.263158,-1.557879
ctrl,poetry_abbasi,-2.669080,0.130435,-2.399296
ctrl,poetry_abbasi,-2.189917,0.181818,-1.929233
ctrl,poetry_abbasi,-2.120184,0.133333,-2.094690
ctrl,poetry_abbasi,-3.011771,0.027027,-3.014044
ctrl,poetry_abbasi,-2.887131,0.060606,-2.807302
ctrl,poetry_abbasi,-3.011602,0.120000,-2.625425
ctrl,poetry_abbasi,-2.459360,0.032258,-2.697817
ctrl,poetry_abbasi,-3.112528,0.048780,-2.976829
ctrl,poetry_abbasi,-2.678843,0.000000,-2.949580
ctrl,poetry_abbasi,-2.372306,0.200000,-1.950442
ctrl,poetry_abbasi,-2.453408,0.117647,-2.337809
ctrl,poetry_abbasi,-2.370850,0.214286,-1.889967
ctrl,poetry_abbasi,-2.144297,0.000000,-2.664733
ctrl,poetry_abbasi,-2.351024,0.066667,-2.496296
ctrl,poetry_abbasi,-2.599666,0.294118,-1.678284
ctrl,poetry_abbasi,-3.540132,0.125000,-2.886171
ctrl,poetry_abbasi,-2.222739,0.285714,-1.512545
ctrl,poetry_abbasi,-2.647315,0.043478,-2.751086
ctrl,poetry_abbasi,-2.688485,0.076923,-2.633260
ctrl,poetry_abbasi,-2.780374,0.000000,-3.003683
ctrl,poetry_abbasi,-2.691503,0.000000,-2.956326
ctrl,poetry_abbasi,-3.089703,0.129032,-2.629297
ctrl,poetry_abbasi,-2.910925,0.000000,-3.073251
ctrl,poetry_abbasi,-2.107875,0.111111,-2.180996
ctrl,poetry_abbasi,-2.770948,0.157895,-2.338825
ctrl,poetry_abbasi,-2.906856,0.041667,-2.896960
ctrl,poetry_abbasi,-2.780525,0.047619,-2.804766
ctrl,poetry_abbasi,-2.160130,0.000000,-2.673169
ctrl,poetry_abbasi,-2.781565,0.038462,-2.843589
ctrl,poetry_abbasi,-2.042260,0.100000,-2.192464
