surah_no,verse_no,pos_in_clean,original_idx,uthmani_char,vocab_char,start_s,end_s,fire_end_s,duration_s,fire_duration_s,ctc_score,is_emphatic,has_shadda,has_small_alif_after,has_madd_sign_after,has_sukun,following_vowel
89,-1,0,0,أ,أ,0.12,0.16,0.14,0.04000000000000001,0.020000000000000018,-15.7797985,False,False,False,False,False,fatha
89,-1,1,1,َ,َ,0.16,0.18,0.18,0.01999999999999999,0.01999999999999999,-14.473224,False,False,False,False,False,damma
89,-1,2,2,ع,ع,0.18,0.36,0.2,0.18,0.020000000000000018,-18.787193,False,False,False,False,False,damma
89,-1,3,3,ُ,ُ,0.36,0.6,0.38,0.24,0.020000000000000018,-17.300827,False,False,False,False,False,damma
89,-1,4,4,و,و,0.6,0.68,0.62,0.08000000000000007,0.020000000000000018,-15.071548,False,False,False,False,False,damma
89,-1,5,5,ذ,ذ,0.68,0.7000000000000001,0.7000000000000001,0.020000000000000018,0.020000000000000018,-16.806728,False,False,False,False,False,damma
89,-1,6,6,ُ,ُ,0.7000000000000001,0.78,0.72,0.07999999999999996,0.019999999999999907,-15.480724,False,False,False,False,False,kasra
89,-1,7,7, ,|,0.78,0.8200000000000001,0.8200000000000001,0.040000000000000036,0.040000000000000036,-0.31087202,False,False,False,False,False,kasra
89,-1,8,8,ب,ب,0.8200000000000001,0.84,0.84,0.019999999999999907,0.019999999999999907,-17.109472,False,False,False,False,False,kasra
89,-1,9,9,ِ,ِ,0.84,0.86,0.86,0.020000000000000018,0.020000000000000018,-15.921629,False,False,False,False,False,none
89,-1,10,10,ا,ا,0.86,0.9,0.88,0.040000000000000036,0.020000000000000018,-0.85258853,False,False,False,False,False,none
89,-1,11,11,ل,ل,0.9,1.1400000000000001,0.9400000000000001,0.2400000000000001,0.040000000000000036,-0.0002811122,False,True,False,False,False,fatha
89,-1,12,12,ل,ل,1.1400000000000001,1.18,1.18,0.039999999999999813,0.039999999999999813,-0.0004706128,False,True,False,False,False,fatha
89,-1,13,13,ّ,ّ,1.18,1.22,1.22,0.040000000000000036,0.040000000000000036,-0.36779547,False,False,False,False,False,fatha
89,-1,14,14,َ,َ,1.22,1.58,1.26,0.3600000000000001,0.040000000000000036,-0.17188759,False,False,False,False,False,kasra
89,-1,15,15,ه,ه,1.58,1.6400000000000001,1.6,0.06000000000000005,0.020000000000000018,-0.020055138,False,False,False,False,False,kasra
89,-1,16,16,ِ,ِ,1.6400000000000001,1.74,1.68,0.09999999999999987,0.039999999999999813,-0.23663342,False,False,False,False,False,kasra
89,-1,17,17, ,|,1.74,1.76,1.76,0.020000000000000018,0.020000000000000018,-0.016052414,False,False,False,False,False,kasra
89,-1,18,18,م,م,1.76,1.8,1.78,0.040000000000000036,0.020000000000000018,-14.53101,False,False,False,False,False,kasra
