surah_no,verse_no,text,n_letters_aligned,ctc_mean_score,t_start,t_end,char_count,word_count,syllable_count,madd_count,emphatic_count,ghunnah_count,syllable_count_full,madd_count_full,emphatic_count_full,Duration_s,Mean_Pitch_Hz,Pitch_Variance,Pitch_Range_Hz,Pitch_Voiced_Frames,Pitch_Total_Frames,Mean_Intensity_dB,HNR_dB,Mean_RMS,Spectral_Centroid_Hz,Spectral_Rolloff85_Hz,Silence_before_s
78,1,بِسْمِ ٱللَّهِ ٱلرَّحْمَـٰنِ ٱلرَّحِيمِ عَمَّ يَتَسَآءَلُونَ,60,-6.948873996734619,11.829375,22.404,61,6,20,2,0,1,20,5,0,10.574625,187.90830502048854,23.340379913960486,177.52057935668466,875.0,1054.0,68.43748319149991,16.037147452291393,0.10371490567922592,1131.9082459186407,2121.648413897281,1.1400000000000006
78,2,عَنِ ٱلنَّبَإِ ٱلْعَظِيمِ,25,-10.668478012084961,23.0439375,27.782937500000003,25,3,8,0,1,1,8,1,1,4.739,181.04567928707917,18.51598857612031,129.89065546988002,402.0,470.0,69.83081254453934,16.001693803402596,0.1185254231095314,1208.983836547852,2233.4836409395975,0.6399374999999985
78,3,ٱلَّذِى هُمْ فِيهِ مُخْتَلِفُونَ,32,-10.125019073486328,27.7229375,33.722,32,4,10,0,0,0,10,2,1,5.9990625,191.677123716594,29.78878002108,260.56599294228374,534.0,596.0,72.19516246136882,14.010519364805676,0.13768357038497925,1346.4710164612218,2464.885305851064,0.0
78,4,كَلَّا سَيَعْلَمُونَ,20,-10.222009658813477,33.782,37.873875,20,2,7,0,0,0,7,2,0,4.091875,192.7535064645941,21.00055638129864,276.7912705962914,335.0,406.0,68.22680007788667,12.625185531904144,0.12175925821065903,1322.505881276244,2323.18115234375,0.05999999999999517
78,5,ثُمَّ كَلَّا سَيَعْلَمُونَ,26,-7.659004211425781,37.6738125,43.063375,26,3,9,0,0,1,9,2,0,5.3895625,192.34484151259684,15.261878310926466,136.4543716523357,454.0,535.0,70.47978586551925,13.390481230781086,0.13583281636238098,1292.4131379412854,2189.3953402366865,0.0
78,6,أَلَمْ نَجْعَلِ ٱلْأَرْضَ مِهَـٰدًۭا,34,-9.129889488220215,42.863375,49.38,36,4,10,1,1,1,11,1,1,6.516625,164.70121732634556,22.38941617440213,115.59572718429331,562.0,648.0,69.18610220207971,13.365872273259143,0.10539213567972183,1313.4851384162187,2406.6329656862745,0.0
78,7,وَٱلْجِبَالَ أَوْتَادًۭا,23,-10.020461082458496,49.18,54.120312500000004,24,2,6,0,0,1,7,2,0,4.9403125,183.7332617542296,23.344899219024615,90.7427456701351,410.0,491.0,69.99688861975615,15.876075084102972,0.12672042846679688,1366.6566623298736,2471.0685483870966,0.0
78,8,وَخَلَقْنَـٰكُمْ أَزْوَٰجًۭا,26,-10.04257869720459,53.9203125,59.05375,28,2,9,2,1,1,10,2,2,5.1334375,194.26038120324546,11.905832526598314,92.1100161037536,460.0,510.0,72.09271473793947,15.786815652713786,0.13667932152748108,1300.888364880512,2276.154891304348,0.0
78,9,وَجَعَلْنَا نَوْمَكُمْ سُبَاتًۭا,31,-10.334677696228027,59.35375,64.8251875,32,3,9,0,0,1,10,2,0,5.4714375,197.39004770274695,14.032992427193312,87.38373256893757,486.0,544.0,72.070637144198,14.747246217150238,0.14360016584396362,1381.0865555519053,2427.4488304093566,0.29999999999999716
78,10,وَجَعَلْنَا ٱلَّيْلَ لِبَاسًۭا,29,-8.937125205993652,64.7051875,70.4215,30,3,8,0,0,1,9,2,0,5.716375,198.63947355546497,13.87324468683031,85.26101828120812,476.0,568.0,71.73759237390925,16.11351907111183,0.1468253880739212,1493.59789950379,2554.643854748603,0.0
