surah_no,verse_no,text,n_letters_aligned,ctc_mean_score,t_start,t_end,char_count,word_count,syllable_count,madd_count,emphatic_count,ghunnah_count,syllable_count_full,madd_count_full,emphatic_count_full,Duration_s,Mean_Pitch_Hz,Pitch_Variance,Pitch_Range_Hz,Pitch_Voiced_Frames,Pitch_Total_Frames,Mean_Intensity_dB,HNR_dB,Mean_RMS,Spectral_Centroid_Hz,Spectral_Rolloff85_Hz,Silence_before_s
89,1,بِسْمِ ٱللَّهِ ٱلرَّحْمَـٰنِ ٱلرَّحِيمِ وَٱلْفَجْرِ,50,-5.930538177490234,8.3146875,18.3734375,51,5,14,1,0,0,14,2,0,10.05875,185.640301390413,21.579454027517748,142.6631334601689,684.0,1002.0,68.68044158005608,11.512789075082177,0.14300090074539185,1911.9357939692566,3559.151785714286,0.0
89,2,وَلَيَالٍ عَشْرٍۢ,16,-7.7549638748168945,18.1734375,20.821687500000003,17,2,4,0,0,2,6,1,0,2.64825,188.10426443419618,23.078863512793056,133.35741754945857,256.0,261.0,76.23982529477816,11.528878312166997,0.16255152225494385,1825.3941939369258,3286.6152108433735,0.0
89,3,وَٱلشَّفْعِ وَٱلْوَتْرِ,23,-8.242403984069824,20.6416875,25.0770625,23,2,6,0,0,0,6,0,0,4.435375,192.53624821437333,19.96383393981814,62.74568744984552,337.0,440.0,70.53985504094923,14.028782725005867,0.13962753117084503,1672.8548655732177,3014.5008992805756,0.0
89,4,وَٱلَّيْلِ إِذَا يَسْرِ,23,-8.27498722076416,25.317,28.5964375,23,3,7,0,0,0,7,1,0,3.2794375,190.95417176659305,34.795828077076564,140.63467168222144,320.0,324.0,77.3748153352712,13.529748923150736,0.1888171285390854,1569.3926211620928,2965.185072815534,0.23993749999999991
89,5,هَلْ فِى ذَٰلِكَ قَسَمٌۭ لِّذِى حِجْرٍ,37,-7.693476676940918,28.556375,35.506,38,6,11,1,1,2,13,1,1,6.949625,183.93237330113635,13.031482534340713,58.57631544740116,577.0,691.0,70.76924039704912,13.549833399449353,0.14132890105247498,1590.0046586709182,2989.3205275229357,0.0
89,6,أَلَمْ تَرَ كَيْفَ فَعَلَ رَبُّكَ بِعَادٍ,41,-8.602357864379883,35.385999999999996,42.707625,41,6,14,0,0,1,15,1,0,7.3216875,166.67359315861282,15.156308400753728,104.83464665063494,599.0,729.0,71.61358441696451,13.103964380622628,0.13096114993095398,1598.8082990515993,3094.6370087336245,0.0
89,7,إِرَمَ ذَاتِ ٱلْعِمَادِ,23,-7.1458659172058105,42.507625,46.419000000000004,23,3,8,0,0,0,8,2,0,3.911375,157.18286929786598,19.615436484496836,169.08484872455645,328.0,388.0,72.93578232074543,13.549021133576353,0.12209029495716095,1861.2172240867749,3411.9664634146343,0.0
89,8,ٱلَّتِى لَمْ يُخْلَقْ مِثْلُهَا فِى ٱلْبِلَـٰدِ,46,-7.404404163360596,46.219,54.7696875,47,6,13,1,1,0,13,2,2,8.5506875,188.31837966601586,19.748398224339276,126.50983481822611,709.0,852.0,71.82850227273087,12.40204598308225,0.15033309161663055,1584.34021542483,2965.3393190298507,0.0
89,9,وَثَمُودَ ٱلَّذِينَ جَابُوا۟ ٱلصَّخْرَ بِٱلْوَادِ,48,-9.232571601867676,54.6096875,63.4904375,49,5,14,0,1,0,14,5,2,8.88075,176.5806764663408,20.2653062627858,136.7953083127379,660.0,885.0,70.73997108833755,12.732927288647975,0.14071640372276306,1713.1605002388992,3221.2792266187053,0.0
89,10,وَفِرْعَوْنَ ذِى ٱلْأَوْتَادِ,29,-8.671008110046387,63.350375,68.631875,29,3,8,0,0,0,8,1,0,5.2815,159.03579445382897,19.560909895900014,80.83238068482925,435.0,525.0,70.11003784320377,13.636828766023406,0.12088772654533386,1518.8479439755288,3021.1314006024095,0.0
89,11,ٱلَّذِينَ طَغَوْا۟ فِى ٱلْبِلَـٰدِ,32,-6.826266765594482,68.431875,74.296375,34,4,10,1,1,0,10,2,2,5.8645,187.95503674592032,26.002112543364753,133.88623807222132,495.0,583.0,72.01773007606302,15.106546421425566,0.14601215720176697,1639.720973712883,3084.9609375,0.0
89,12,فَأَكْثَرُوا۟ فِيهَا ٱلْفَسَادَ,30,-8.605299949645996,74.136375,78.88681249999999,31,3,9,0,0,0,9,4,0,4.750375,195.72958979689543,12.036260442993408,57.08291600938426,447.0,472.0,76.57791403236692,14.022374883754193,0.15786467492580414,1843.337946691998,3293.3095637583892,0.0
89,13,فَصَبَّ عَلَيْهِمْ رَبُّكَ سَوْطَ عَذَابٍ,41,-7.690327167510986,78.7668125,85.1605,41,5,13,0,2,1,14,1,2,6.3936875,177.15335337358692,20.06423267008868,115.29908134131419,594.0,636.0,76.01044754773415,13.01521574942129,0.16600780189037323,1358.91469664104,2516.09375,0.0
89,14,إِنَّ رَبَّكَ لَبِٱلْمِرْصَادِ,30,-10.113677978515625,84.9605,89.75093749999999,30,3,10,0,1,1,10,1,1,4.790375,186.16691500419003,10.418861326701196,67.1470891983272,469.0,476.0,75.17992943502584,15.353494134270468,0.1370363086462021,1630.3325814559944,2834.375,0.0
89,15,فَأَمَّا ٱلْإِنسَـٰنُ إِذَا مَا ٱبْتَلَىٰهُ رَبُّهُۥ فَأَكْرَمَهُۥ وَنَعَّمَهُۥ فَيَقُولُ رَبِّىٓ أَكْرَمَنِ,104,-5.854908466339111,89.7709375,106.94456249999999,108,11,38,3,1,1,38,7,1,17.1735625,179.95453254123993,22.190221085784913,107.33368202322642,1557.0,1714.0,73.658635095743,15.771212365976762,0.16564930975437164,1541.008171444632,2863.0557495344506,0.020000000000010232
89,16,وَأَمَّآ إِذَا مَا ٱبْتَلَىٰهُ فَقَدَرَ عَلَيْهِ رِزْقَهُۥ فَيَقُولُ رَبِّىٓ أَهَـٰنَنِ,86,-9.10692024230957,106.9845625,122.79187499999999,88,10,33,4,3,1,33,8,3,15.80725,181.4891095202168,16.735714324123293,157.9397657729596,1288.0,1577.0,71.74120110027724,14.651711247048961,0.18458525836467743,1637.90623698108,2979.994306680162,0.04000000000000625
89,17,كَلَّا ۖ بَل لَّا تُكْرِمُونَ ٱلْيَتِيمَ,38,-8.214523315429688,123.471875,130.0145,40,5,11,0,0,0,11,4,0,6.542625,192.3299102121833,31.47132015238536,368.24447345406793,486.0,651.0,69.48280738357151,14.458659517771341,0.13694414496421814,1634.509266962936,2960.3658536585367,0.6800000000000068
89,18,وَلَا تَحَـٰٓضُّونَ عَلَىٰ طَعَامِ ٱلْمِسْكِينِ,46,-8.670567512512207,129.83450000000002,137.5651875,47,5,17,3,2,0,17,7,2,7.7306875,177.95789871508015,14.123915022107646,117.91494151163909,714.0,770.0,72.24269782421986,14.59768354481311,0.12986283004283905,1519.9730372634983,2828.5769628099174,0.0
89,19,وَتَأْكُلُونَ ٱلتُّرَاثَ أَكْلًۭا لَّمًّۭا,40,-8.82333755493164,137.3851875,145.50981249999998,42,4,10,0,0,3,12,2,0,8.1245625,185.13872483376701,23.840961108153476,138.1830192767478,649.0,809.0,67.83595334999139,14.849793797851481,0.12465819716453552,1644.3269691297446,3144.53125,0.0
89,20,وَتُحِبُّونَ ٱلْمَالَ حُبًّۭا جَمًّۭا,35,-10.124689102172852,145.3298125,151.8573125,37,4,9,0,0,3,11,2,0,6.5275,184.6126021439664,29.975197252428327,418.81045002316023,539.0,649.0,72.6069827920368,15.671726337233693,0.15405885875225067,1597.6109338559554,2996.438419117647,0.0
